number,value,datetime_start,datetime_complete,duration,params_ATR_Length,params_AllowFriday,params_AllowMonday,params_AllowThursday,params_AllowTuesday,params_AllowWednesday,params_EntryStart_TotalMinutes,params_FilterAsPercOfContractMARange,params_LastEntry_TotalMinutes,params_MinutesBeforeMarketCloseToClosePositions,params_NumDaysToConsiderPreviousContractMARange,params_RetracementLevel,params_SL_ATRMultiplier,params_TP_ATRMultiplier,user_attrs_train_metrics,state
53,9091.84186,2026-03-26 01:59:52.577958,2026-03-26 01:59:55.987340,0 days 00:00:03.409382,22,True,True,True,True,True,575,0.35,890,10,3,0.38,0.65,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1420, 'win_rate': 0.9768, 'net_profit_brl': 14310.0, 'avg_profit_brl': 10.08, 'avg_win_brl': 11.52, 'avg_loss_brl': -64.04, 'profit_factor': 9.5946, 'max_drawdown_pct': 1.57, 'expected_payoff': 10.08, 'on_tester_value': 9091.84186}",COMPLETE
54,6286.682927,2026-03-26 01:59:55.987398,2026-03-26 01:59:59.301781,0 days 00:00:03.314383,32,True,True,False,False,True,580,0.25,900,7,4,0.33999999999999997,0.5,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1028, 'win_rate': 0.9689, 'net_profit_brl': 9975.0, 'avg_profit_brl': 9.7, 'avg_win_brl': 11.49, 'avg_loss_brl': -52.32, 'profit_factor': 7.8089, 'max_drawdown_pct': 1.59, 'expected_payoff': 9.7, 'on_tester_value': 6286.682927}",COMPLETE
55,16189.481818,2026-03-26 01:59:59.301830,2026-03-26 02:00:01.906889,0 days 00:00:02.605059,35,True,False,False,True,False,565,0.45000000000000007,840,7,4,0.29000000000000004,0.5,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 665, 'win_rate': 0.9368, 'net_profit_brl': 9220.0, 'avg_profit_brl': 13.86, 'avg_win_brl': 17.19, 'avg_loss_brl': -51.38, 'profit_factor': 7.1879, 'max_drawdown_pct': 0.57, 'expected_payoff': 13.86, 'on_tester_value': 16189.481818}",COMPLETE
56,6304.8384,2026-03-26 02:00:01.906937,2026-03-26 02:00:04.970768,0 days 00:00:03.063831,22,True,True,True,True,True,545,0.45000000000000007,855,1,5,0.22,0.6,0.45000000000000007,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2348, 'win_rate': 0.681, 'net_profit_brl': 32920.0, 'avg_profit_brl': 14.02, 'avg_win_brl': 52.45, 'avg_loss_brl': -70.67, 'profit_factor': 1.6461, 'max_drawdown_pct': 5.22, 'expected_payoff': 14.02, 'on_tester_value': 6304.8384}",COMPLETE
57,11488.325,2026-03-26 02:00:04.970826,2026-03-26 02:00:08.105576,0 days 00:00:03.134750,29,False,True,False,True,True,580,0.30000000000000004,785,7,3,0.4,0.65,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 679, 'win_rate': 0.9647, 'net_profit_brl': 12545.0, 'avg_profit_brl': 18.48, 'avg_win_brl': 21.79, 'avg_loss_brl': -75.0, 'profit_factor': 8.2725, 'max_drawdown_pct': 1.09, 'expected_payoff': 18.48, 'on_tester_value': 11488.325}",COMPLETE
58,39289.025,2026-03-26 02:00:08.105646,2026-03-26 02:00:10.962519,0 days 00:00:02.856873,37,True,True,False,True,True,560,0.30000000000000004,845,8,5,0.30000000000000004,0.95,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1866, 'win_rate': 0.955, 'net_profit_brl': 32605.0, 'avg_profit_brl': 17.47, 'avg_win_brl': 22.37, 'avg_loss_brl': -106.76, 'profit_factor': 5.491, 'max_drawdown_pct': 0.83, 'expected_payoff': 17.47, 'on_tester_value': 39289.025}",COMPLETE
59,5609.302069,2026-03-26 02:00:10.962576,2026-03-26 02:00:13.677945,0 days 00:00:02.715369,38,True,False,False,True,True,545,0.25,895,8,5,0.31,1.05,0.4,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1884, 'win_rate': 0.8275, 'net_profit_brl': 32560.0, 'avg_profit_brl': 17.28, 'avg_win_brl': 43.88, 'avg_loss_brl': -115.63, 'profit_factor': 1.9084, 'max_drawdown_pct': 5.8, 'expected_payoff': 17.28, 'on_tester_value': 5609.302069}",COMPLETE
60,6634.026667,2026-03-26 02:00:13.677996,2026-03-26 02:00:16.449200,0 days 00:00:02.771204,34,True,True,False,True,True,635,0.30000000000000004,850,7,6,0.26,0.8,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 920, 'win_rate': 0.9815, 'net_profit_brl': 14135.0, 'avg_profit_brl': 15.36, 'avg_win_brl': 17.05, 'avg_loss_brl': -78.75, 'profit_factor': 12.2183, 'max_drawdown_pct': 2.13, 'expected_payoff': 15.36, 'on_tester_value': 6634.026667}",COMPLETE
61,4653.202985,2026-03-26 02:00:16.449282,2026-03-26 02:00:19.234303,0 days 00:00:02.785021,21,True,True,True,True,True,670,0.2,720,14,5,0.14,1.35,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 667, 'win_rate': 0.9175, 'net_profit_brl': 13415.0, 'avg_profit_brl': 20.11, 'avg_win_brl': 36.61, 'avg_loss_brl': -163.45, 'profit_factor': 2.4922, 'max_drawdown_pct': 2.88, 'expected_payoff': 20.11, 'on_tester_value': 4653.202985}",COMPLETE
62,5844.154839,2026-03-26 02:00:19.234367,2026-03-26 02:00:21.961223,0 days 00:00:02.726856,31,True,False,False,True,True,645,0.30000000000000004,775,7,4,0.30000000000000004,0.55,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 406, 'win_rate': 0.9064, 'net_profit_brl': 8220.0, 'avg_profit_brl': 20.25, 'avg_win_brl': 28.57, 'avg_loss_brl': -62.03, 'profit_factor': 4.5817, 'max_drawdown_pct': 1.41, 'expected_payoff': 20.25, 'on_tester_value': 5844.154839}",COMPLETE
63,27016.834091,2026-03-26 02:00:21.961285,2026-03-26 02:00:24.858704,0 days 00:00:02.897419,37,True,True,True,True,True,575,0.25,870,5,3,0.26,0.95,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2456, 'win_rate': 0.9406, 'net_profit_brl': 49655.0, 'avg_profit_brl': 20.22, 'avg_win_brl': 28.06, 'avg_loss_brl': -110.66, 'profit_factor': 4.2754, 'max_drawdown_pct': 1.84, 'expected_payoff': 20.22, 'on_tester_value': 27016.834091}",COMPLETE
64,6989.297414,2026-03-26 02:00:24.858745,2026-03-26 02:00:27.795909,0 days 00:00:02.937164,39,True,True,False,True,True,630,0.15,790,8,3,0.24000000000000002,1.5,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 981, 'win_rate': 0.9817, 'net_profit_brl': 14725.0, 'avg_profit_brl': 15.01, 'avg_win_brl': 17.13, 'avg_loss_brl': -136.15, 'profit_factor': 9.3192, 'max_drawdown_pct': 2.11, 'expected_payoff': 15.01, 'on_tester_value': 6989.297414}",COMPLETE
65,8271.75,2026-03-26 02:00:27.795973,2026-03-26 02:00:30.672657,0 days 00:00:02.876684,39,True,True,True,True,True,610,0.25,810,5,3,0.21000000000000002,0.75,0.4,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1874, 'win_rate': 0.7695, 'net_profit_brl': 30135.0, 'avg_profit_brl': 16.08, 'avg_win_brl': 45.34, 'avg_loss_brl': -84.13, 'profit_factor': 1.8549, 'max_drawdown_pct': 3.64, 'expected_payoff': 16.08, 'on_tester_value': 8271.75}",COMPLETE
66,9657.830189,2026-03-26 02:00:30.672712,2026-03-26 02:00:33.550345,0 days 00:00:02.877633,30,True,True,False,True,True,575,0.35,730,7,4,0.31,1.1,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1132, 'win_rate': 0.9461, 'net_profit_brl': 22255.0, 'avg_profit_brl': 19.66, 'avg_win_brl': 27.79, 'avg_loss_brl': -134.02, 'profit_factor': 3.9654, 'max_drawdown_pct': 2.3, 'expected_payoff': 19.66, 'on_tester_value': 9657.830189}",COMPLETE
67,8871.361667,2026-03-26 02:00:33.550389,2026-03-26 02:00:36.522990,0 days 00:00:02.972601,39,False,True,True,True,True,610,0.2,840,2,4,0.38,1.0,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 786, 'win_rate': 0.93, 'net_profit_brl': 14255.0, 'avg_profit_brl': 18.14, 'avg_win_brl': 27.97, 'avg_loss_brl': -119.04, 'profit_factor': 3.3029, 'max_drawdown_pct': 1.61, 'expected_payoff': 18.14, 'on_tester_value': 8871.361667}",COMPLETE
68,33277.688889,2026-03-26 02:00:36.523058,2026-03-26 02:00:39.323267,0 days 00:00:02.800209,40,False,True,False,True,True,555,0.35,865,9,5,0.25,0.9,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1552, 'win_rate': 0.9665, 'net_profit_brl': 29120.0, 'avg_profit_brl': 18.76, 'avg_win_brl': 22.15, 'avg_loss_brl': -89.13, 'profit_factor': 8.1024, 'max_drawdown_pct': 0.88, 'expected_payoff': 18.76, 'on_tester_value': 33277.688889}",COMPLETE
69,7660.646341,2026-03-26 02:00:39.323307,2026-03-26 02:00:41.996270,0 days 00:00:02.672963,33,False,True,False,False,True,570,0.4,885,8,5,0.29000000000000004,1.05,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 671, 'win_rate': 0.9613, 'net_profit_brl': 11830.0, 'avg_profit_brl': 17.63, 'avg_win_brl': 22.73, 'avg_loss_brl': -117.92, 'profit_factor': 5.1802, 'max_drawdown_pct': 1.54, 'expected_payoff': 17.63, 'on_tester_value': 7660.646341}",COMPLETE
70,41965.63,2026-03-26 02:00:41.996344,2026-03-26 02:00:44.911434,0 days 00:00:02.915090,39,True,True,True,False,True,580,0.2,900,2,4,0.29000000000000004,1.0,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1710, 'win_rate': 0.948, 'net_profit_brl': 36115.0, 'avg_profit_brl': 21.12, 'avg_win_brl': 28.36, 'avg_loss_brl': -118.73, 'profit_factor': 4.6646, 'max_drawdown_pct': 0.86, 'expected_payoff': 21.12, 'on_tester_value': 41965.63}",COMPLETE
71,16934.475,2026-03-26 02:00:44.911512,2026-03-26 02:00:47.826305,0 days 00:00:02.914793,38,True,True,True,False,True,625,0.15,850,2,5,0.24000000000000002,1.05,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1166, 'win_rate': 0.9494, 'net_profit_brl': 25370.0, 'avg_profit_brl': 21.76, 'avg_win_brl': 28.82, 'avg_loss_brl': -123.3, 'profit_factor': 4.8822, 'max_drawdown_pct': 1.5, 'expected_payoff': 21.76, 'on_tester_value': 16934.475}",COMPLETE
72,3554.368212,2026-03-26 02:00:47.826348,2026-03-26 02:00:50.659286,0 days 00:00:02.832938,39,False,True,False,True,True,585,0.30000000000000004,890,8,4,0.29000000000000004,0.9,0.55,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1115, 'win_rate': 0.7417, 'net_profit_brl': 20835.0, 'avg_profit_brl': 18.69, 'avg_win_brl': 60.19, 'avg_loss_brl': -100.85, 'profit_factor': 1.7198, 'max_drawdown_pct': 5.86, 'expected_payoff': 18.69, 'on_tester_value': 3554.368212}",COMPLETE
73,11958.6375,2026-03-26 02:00:50.659336,2026-03-26 02:00:53.598700,0 days 00:00:02.939364,37,False,True,False,True,True,600,0.35,885,8,6,0.29000000000000004,0.7,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 905, 'win_rate': 0.989, 'net_profit_brl': 9525.0, 'avg_profit_brl': 10.52, 'avg_win_brl': 11.22, 'avg_loss_brl': -57.22, 'profit_factor': 19.4951, 'max_drawdown_pct': 0.8, 'expected_payoff': 10.52, 'on_tester_value': 11958.6375}",COMPLETE
74,10037.8125,2026-03-26 02:00:53.598763,2026-03-26 02:00:56.471454,0 days 00:00:02.872691,39,True,True,True,False,False,580,0.2,815,1,3,0.35,0.5,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 922, 'win_rate': 0.8829, 'net_profit_brl': 17415.0, 'avg_profit_brl': 18.89, 'avg_win_brl': 28.5, 'avg_loss_brl': -57.8, 'profit_factor': 4.013, 'max_drawdown_pct': 1.73, 'expected_payoff': 18.89, 'on_tester_value': 10037.8125}",COMPLETE
75,4700.360995,2026-03-26 02:00:56.471498,2026-03-26 02:00:59.513235,0 days 00:00:03.041737,36,True,True,True,False,False,555,0.2,900,2,3,0.24000000000000002,1.2000000000000002,0.55,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2249, 'win_rate': 0.7452, 'net_profit_brl': 31915.0, 'avg_profit_brl': 14.19, 'avg_win_brl': 63.28, 'avg_loss_brl': -133.84, 'profit_factor': 1.4304, 'max_drawdown_pct': 6.79, 'expected_payoff': 14.19, 'on_tester_value': 4700.360995}",COMPLETE
76,3312.586667,2026-03-26 02:00:59.513337,2026-03-26 02:01:02.275920,0 days 00:00:02.762583,34,False,False,False,True,True,555,0.5,800,1,6,0.32,0.7,0.35,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 447, 'win_rate': 0.8479, 'net_profit_brl': 9340.0, 'avg_profit_brl': 20.89, 'avg_win_brl': 38.36, 'avg_loss_brl': -78.79, 'profit_factor': 2.7962, 'max_drawdown_pct': 2.82, 'expected_payoff': 20.89, 'on_tester_value': 3312.586667}",COMPLETE
77,9612.273214,2026-03-26 02:01:02.275980,2026-03-26 02:01:05.156875,0 days 00:00:02.880895,35,True,False,True,False,True,595,0.30000000000000004,860,4,3,0.39,1.2000000000000002,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 707, 'win_rate': 0.983, 'net_profit_brl': 11035.0, 'avg_profit_brl': 15.61, 'avg_win_brl': 17.25, 'avg_loss_brl': -106.11, 'profit_factor': 12.555, 'max_drawdown_pct': 1.15, 'expected_payoff': 15.61, 'on_tester_value': 9612.273214}",COMPLETE
78,3058.882192,2026-03-26 02:01:05.156937,2026-03-26 02:01:08.148365,0 days 00:00:02.991428,40,True,True,True,False,True,610,0.15,875,1,3,0.37,1.05,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 863, 'win_rate': 0.9838, 'net_profit_brl': 8840.0, 'avg_profit_brl': 10.24, 'avg_win_brl': 11.48, 'avg_loss_brl': -90.5, 'profit_factor': 10.768, 'max_drawdown_pct': 2.89, 'expected_payoff': 10.24, 'on_tester_value': 3058.882192}",COMPLETE
79,19121.5,2026-03-26 02:01:08.148443,2026-03-26 02:01:11.201003,0 days 00:00:03.052560,37,True,False,True,True,True,545,0.45000000000000007,890,4,3,0.26,0.55,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1677, 'win_rate': 0.96, 'net_profit_brl': 15865.0, 'avg_profit_brl': 9.46, 'avg_win_brl': 11.44, 'avg_loss_brl': -55.43, 'profit_factor': 7.2216, 'max_drawdown_pct': 0.83, 'expected_payoff': 9.46, 'on_tester_value': 19121.5}",COMPLETE
80,45642.85,2026-03-26 02:01:11.201054,2026-03-26 02:01:14.215584,0 days 00:00:03.014530,40,False,True,False,True,True,560,0.4,840,5,3,0.18,0.75,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1813, 'win_rate': 0.9702, 'net_profit_brl': 26770.0, 'avg_profit_brl': 14.77, 'avg_win_brl': 16.82, 'avg_loss_brl': -64.2, 'profit_factor': 10.4761, 'max_drawdown_pct': 0.59, 'expected_payoff': 14.77, 'on_tester_value': 45642.85}",COMPLETE
81,11696.159091,2026-03-26 02:01:14.215654,2026-03-26 02:01:16.842422,0 days 00:00:02.626768,36,True,False,False,False,True,550,0.5,810,6,4,0.32,0.6,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 486, 'win_rate': 0.9095, 'net_profit_brl': 10075.0, 'avg_profit_brl': 20.73, 'avg_win_brl': 28.96, 'avg_loss_brl': -71.71, 'profit_factor': 4.6972, 'max_drawdown_pct': 0.86, 'expected_payoff': 20.73, 'on_tester_value': 11696.159091}",COMPLETE
82,34015.95,2026-03-26 02:01:16.842468,2026-03-26 02:01:19.746137,0 days 00:00:02.903669,35,False,True,False,True,True,610,0.4,850,6,3,0.16,0.8500000000000001,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1393, 'win_rate': 0.9785, 'net_profit_brl': 21565.0, 'avg_profit_brl': 15.48, 'avg_win_brl': 17.2, 'avg_loss_brl': -69.63, 'profit_factor': 12.4707, 'max_drawdown_pct': 0.63, 'expected_payoff': 15.48, 'on_tester_value': 34015.95}",COMPLETE
83,20951.7375,2026-03-26 02:01:19.746187,2026-03-26 02:01:22.555889,0 days 00:00:02.809702,30,False,True,False,True,True,595,0.4,885,6,3,0.17,0.95,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1562, 'win_rate': 0.9616, 'net_profit_brl': 28245.0, 'avg_profit_brl': 18.08, 'avg_win_brl': 22.56, 'avg_loss_brl': -98.95, 'profit_factor': 6.008, 'max_drawdown_pct': 1.35, 'expected_payoff': 18.08, 'on_tester_value': 20951.7375}",COMPLETE
84,9004.421154,2026-03-26 02:01:22.555962,2026-03-26 02:01:25.184682,0 days 00:00:02.628720,32,True,False,False,True,True,545,0.4,900,6,4,0.39,0.8500000000000001,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 905, 'win_rate': 0.9282, 'net_profit_brl': 17995.0, 'avg_profit_brl': 19.88, 'avg_win_brl': 28.03, 'avg_loss_brl': -99.11, 'profit_factor': 4.2423, 'max_drawdown_pct': 2.0, 'expected_payoff': 19.88, 'on_tester_value': 9004.421154}",COMPLETE
85,8060.75443,2026-03-26 02:01:25.184761,2026-03-26 02:01:27.804445,0 days 00:00:02.619684,40,True,True,False,False,False,545,0.2,845,6,6,0.32,1.0,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1266, 'win_rate': 0.8989, 'net_profit_brl': 25160.0, 'avg_profit_brl': 19.87, 'avg_win_brl': 33.93, 'avg_loss_brl': -117.0, 'profit_factor': 2.8699, 'max_drawdown_pct': 3.12, 'expected_payoff': 19.87, 'on_tester_value': 8060.75443}",COMPLETE
86,13793.123333,2026-03-26 02:01:27.804515,2026-03-26 02:01:30.612077,0 days 00:00:02.807562,36,True,True,False,True,True,610,0.5,815,2,5,0.26,0.5,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 855, 'win_rate': 0.8304, 'net_profit_brl': 16565.0, 'avg_profit_brl': 19.37, 'avg_win_brl': 34.51, 'avg_loss_brl': -57.54, 'profit_factor': 3.0863, 'max_drawdown_pct': 1.2, 'expected_payoff': 19.37, 'on_tester_value': 13793.123333}",COMPLETE
87,19839.465625,2026-03-26 02:01:30.612147,2026-03-26 02:01:33.305819,0 days 00:00:02.693672,40,False,True,False,True,True,575,0.45000000000000007,765,2,3,0.17,0.7,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1310, 'win_rate': 0.9794, 'net_profit_brl': 13265.0, 'avg_profit_brl': 10.13, 'avg_win_brl': 11.41, 'avg_loss_brl': -57.08, 'profit_factor': 10.6825, 'max_drawdown_pct': 0.67, 'expected_payoff': 10.13, 'on_tester_value': 19839.465625}",COMPLETE
88,10183.248284,2026-03-26 02:01:33.305866,2026-03-26 02:01:36.102900,0 days 00:00:02.797034,32,True,False,True,True,True,600,0.45000000000000007,865,2,8,0.15000000000000002,0.6,0.35,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2195, 'win_rate': 0.7809, 'net_profit_brl': 35885.0, 'avg_profit_brl': 16.35, 'avg_win_brl': 40.29, 'avg_loss_brl': -71.05, 'profit_factor': 2.0815, 'max_drawdown_pct': 3.52, 'expected_payoff': 16.35, 'on_tester_value': 10183.248284}",COMPLETE
89,32739.827586,2026-03-26 02:01:36.102960,2026-03-26 02:01:39.051831,0 days 00:00:02.948871,22,True,True,True,True,True,540,0.15,890,6,3,0.24000000000000002,0.9,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5656, 'win_rate': 0.9098, 'net_profit_brl': 87750.0, 'avg_profit_brl': 15.51, 'avg_win_brl': 22.97, 'avg_loss_brl': -73.77, 'profit_factor': 3.8804, 'max_drawdown_pct': 2.68, 'expected_payoff': 15.51, 'on_tester_value': 32739.827586}",COMPLETE
90,17409.28,2026-03-26 02:01:39.051897,2026-03-26 02:01:41.547431,0 days 00:00:02.495534,17,True,True,True,False,False,570,0.15,825,6,3,0.24000000000000002,0.8500000000000001,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1761, 'win_rate': 0.9688, 'net_profit_brl': 18760.0, 'avg_profit_brl': 10.65, 'avg_win_brl': 12.23, 'avg_loss_brl': -68.06, 'profit_factor': 9.891, 'max_drawdown_pct': 1.08, 'expected_payoff': 10.65, 'on_tester_value': 17409.28}",COMPLETE
91,11052.362195,2026-03-26 02:01:41.547498,2026-03-26 02:01:44.031774,0 days 00:00:02.484276,25,True,False,False,True,True,560,0.5,860,3,6,0.27,0.7,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 925, 'win_rate': 0.9373, 'net_profit_brl': 16365.0, 'avg_profit_brl': 17.69, 'avg_win_brl': 23.22, 'avg_loss_brl': -80.21, 'profit_factor': 5.3408, 'max_drawdown_pct': 1.48, 'expected_payoff': 17.69, 'on_tester_value': 11052.362195}",COMPLETE
92,10786.5,2026-03-26 02:01:44.031848,2026-03-26 02:01:46.489083,0 days 00:00:02.457235,38,False,True,False,True,False,560,0.30000000000000004,825,12,6,0.26,1.2000000000000002,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1022, 'win_rate': 0.9217, 'net_profit_brl': 21150.0, 'avg_profit_brl': 20.69, 'avg_win_brl': 32.92, 'avg_loss_brl': -129.74, 'profit_factor': 3.145, 'max_drawdown_pct': 1.96, 'expected_payoff': 20.69, 'on_tester_value': 10786.5}",COMPLETE
93,2091.201408,2026-03-26 02:01:46.489133,2026-03-26 02:01:49.754519,0 days 00:00:03.265386,24,True,True,True,True,True,635,0.15,825,8,3,0.35,1.05,0.65,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 759, 'win_rate': 0.7075, 'net_profit_brl': 14585.0, 'avg_profit_brl': 19.22, 'avg_win_brl': 76.31, 'avg_loss_brl': -118.9, 'profit_factor': 1.5526, 'max_drawdown_pct': 6.97, 'expected_payoff': 19.22, 'on_tester_value': 2091.201408}",COMPLETE
94,40329.981081,2026-03-26 02:01:49.754634,2026-03-26 02:01:54.179795,0 days 00:00:04.425161,24,True,True,True,True,True,630,0.15,890,5,3,0.1,0.8,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3677, 'win_rate': 0.9168, 'net_profit_brl': 58335.0, 'avg_profit_brl': 15.86, 'avg_win_brl': 24.23, 'avg_loss_brl': -82.22, 'profit_factor': 3.4983, 'max_drawdown_pct': 1.45, 'expected_payoff': 15.86, 'on_tester_value': 40329.981081}",COMPLETE
95,4498.355488,2026-03-26 02:01:54.179853,2026-03-26 02:01:57.766128,0 days 00:00:03.586275,21,True,True,False,True,True,700,0.15,870,9,3,0.13,1.0,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 963, 'win_rate': 0.9148, 'net_profit_brl': 17085.0, 'avg_profit_brl': 17.74, 'avg_win_brl': 30.37, 'avg_loss_brl': -117.99, 'profit_factor': 2.7659, 'max_drawdown_pct': 3.8, 'expected_payoff': 17.74, 'on_tester_value': 4498.355488}",COMPLETE
96,30091.25,2026-03-26 02:01:57.766274,2026-03-26 02:02:01.649828,0 days 00:00:03.883554,22,True,True,True,True,True,575,0.2,875,7,4,0.21000000000000002,0.8500000000000001,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3130, 'win_rate': 0.985, 'net_profit_brl': 33250.0, 'avg_profit_brl': 10.62, 'avg_win_brl': 11.59, 'avg_loss_brl': -71.29, 'profit_factor': 14.3267, 'max_drawdown_pct': 1.1, 'expected_payoff': 10.62, 'on_tester_value': 30091.25}",COMPLETE
97,4810.546743,2026-03-26 02:02:01.649880,2026-03-26 02:02:05.495365,0 days 00:00:03.845485,20,True,False,True,True,True,555,0.2,855,2,3,0.17,0.9,0.45000000000000007,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4233, 'win_rate': 0.7255, 'net_profit_brl': 47095.0, 'avg_profit_brl': 11.13, 'avg_win_brl': 51.03, 'avg_loss_brl': -98.21, 'profit_factor': 1.4297, 'max_drawdown_pct': 9.79, 'expected_payoff': 11.13, 'on_tester_value': 4810.546743}",COMPLETE
98,43950.611765,2026-03-26 02:02:05.495461,2026-03-26 02:02:09.542532,0 days 00:00:04.047071,26,True,True,True,True,True,625,0.2,895,6,3,0.14,0.7,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2791, 'win_rate': 0.9344, 'net_profit_brl': 48580.0, 'avg_profit_brl': 17.41, 'avg_win_brl': 23.45, 'avg_loss_brl': -75.81, 'profit_factor': 4.8602, 'max_drawdown_pct': 1.11, 'expected_payoff': 17.41, 'on_tester_value': 43950.611765}",COMPLETE
99,23942.798571,2026-03-26 02:02:09.542622,2026-03-26 02:02:13.520979,0 days 00:00:03.978357,24,True,True,True,False,True,610,0.25,815,8,5,0.1,0.7,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3149, 'win_rate': 0.8517, 'net_profit_brl': 47105.0, 'avg_profit_brl': 14.96, 'avg_win_brl': 30.03, 'avg_loss_brl': -74.97, 'profit_factor': 2.4089, 'max_drawdown_pct': 1.97, 'expected_payoff': 14.96, 'on_tester_value': 23942.798571}",COMPLETE
