number,value,datetime_start,datetime_complete,duration,params_ATR_Length,params_AllowFriday,params_AllowMonday,params_AllowThursday,params_AllowTuesday,params_AllowWednesday,params_EntryStart_TotalMinutes,params_FilterAsPercOfContractMARange,params_LastEntry_TotalMinutes,params_MinutesBeforeMarketCloseToClosePositions,params_NumDaysToConsiderPreviousContractMARange,params_RetracementLevel,params_SL_ATRMultiplier,params_TP_ATRMultiplier,user_attrs_train_metrics,state
148,23509.608434,2026-03-26 02:05:02.480137,2026-03-26 02:05:05.522786,0 days 00:00:03.042649,20,False,True,True,True,True,590,0.15,880,7,3,0.12000000000000001,1.35,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3707, 'win_rate': 0.9744, 'net_profit_brl': 56625.0, 'avg_profit_brl': 15.28, 'avg_win_brl': 18.57, 'avg_loss_brl': -118.81, 'profit_factor': 6.4161, 'max_drawdown_pct': 2.41, 'expected_payoff': 15.28, 'on_tester_value': 23509.608434}",COMPLETE
149,45403.509375,2026-03-26 02:05:05.522825,2026-03-26 02:05:08.646128,0 days 00:00:03.123303,33,False,True,True,True,True,545,0.2,850,10,4,0.13,0.95,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 6227, 'win_rate': 0.9457, 'net_profit_brl': 56910.0, 'avg_profit_brl': 9.14, 'avg_win_brl': 12.91, 'avg_loss_brl': -64.38, 'profit_factor': 3.9765, 'max_drawdown_pct': 1.25, 'expected_payoff': 9.14, 'on_tester_value': 45403.509375}",COMPLETE
150,106357.211667,2026-03-26 02:05:08.646186,2026-03-26 02:05:11.914875,0 days 00:00:03.268689,30,False,True,True,True,True,555,0.2,880,8,4,0.12000000000000001,0.95,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5809, 'win_rate': 0.9372, 'net_profit_brl': 75235.0, 'avg_profit_brl': 12.95, 'avg_win_brl': 18.26, 'avg_loss_brl': -74.16, 'profit_factor': 4.1121, 'max_drawdown_pct': 0.71, 'expected_payoff': 12.95, 'on_tester_value': 106357.211667}",COMPLETE
151,21100.971429,2026-03-26 02:05:11.914937,2026-03-26 02:05:14.740518,0 days 00:00:02.825581,31,False,True,True,True,True,545,0.30000000000000004,740,11,5,0.19,0.8500000000000001,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3079, 'win_rate': 0.9678, 'net_profit_brl': 29660.0, 'avg_profit_brl': 9.63, 'avg_win_brl': 11.38, 'avg_loss_brl': -60.64, 'profit_factor': 7.987, 'max_drawdown_pct': 1.41, 'expected_payoff': 9.63, 'on_tester_value': 21100.971429}",COMPLETE
152,27408.715455,2026-03-26 02:05:14.740565,2026-03-26 02:05:17.753433,0 days 00:00:03.012868,30,False,True,True,True,True,585,0.25,810,8,3,0.11,0.8,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3858, 'win_rate': 0.8725, 'net_profit_brl': 58955.0, 'avg_profit_brl': 15.28, 'avg_win_brl': 28.92, 'avg_loss_brl': -80.8, 'profit_factor': 2.5361, 'max_drawdown_pct': 2.15, 'expected_payoff': 15.28, 'on_tester_value': 27408.715455}",COMPLETE
153,28837.337838,2026-03-26 02:05:17.753485,2026-03-26 02:05:20.891261,0 days 00:00:03.137776,32,False,True,True,True,True,545,0.15,815,8,6,0.18,1.1,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4955, 'win_rate': 0.9344, 'net_profit_brl': 77740.0, 'avg_profit_brl': 15.69, 'avg_win_brl': 23.16, 'avg_loss_brl': -97.38, 'profit_factor': 3.6348, 'max_drawdown_pct': 2.7, 'expected_payoff': 15.69, 'on_tester_value': 28837.337838}",COMPLETE
154,82908.984375,2026-03-26 02:05:20.891326,2026-03-26 02:05:24.888762,0 days 00:00:03.997436,21,True,True,True,True,True,610,0.15,850,1,3,0.12000000000000001,0.8500000000000001,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3570, 'win_rate': 0.9742, 'net_profit_brl': 39305.0, 'avg_profit_brl': 11.01, 'avg_win_brl': 12.54, 'avg_loss_brl': -56.51, 'profit_factor': 10.1513, 'max_drawdown_pct': 0.47, 'expected_payoff': 11.01, 'on_tester_value': 82908.984375}",COMPLETE
155,76119.696,2026-03-26 02:05:24.888944,2026-03-26 02:05:28.715163,0 days 00:00:03.826219,30,False,True,False,True,True,545,0.15,895,10,3,0.14,0.95,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4800, 'win_rate': 0.9323, 'net_profit_brl': 58680.0, 'avg_profit_brl': 12.22, 'avg_win_brl': 18.02, 'avg_loss_brl': -73.49, 'profit_factor': 3.6703, 'max_drawdown_pct': 0.77, 'expected_payoff': 12.22, 'on_tester_value': 76119.696}",COMPLETE
156,26333.406452,2026-03-26 02:05:28.715223,2026-03-26 02:05:32.597176,0 days 00:00:03.881953,19,False,True,False,True,True,590,0.25,890,11,4,0.15000000000000002,1.2000000000000002,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2260, 'win_rate': 0.9889, 'net_profit_brl': 25180.0, 'avg_profit_brl': 11.14, 'avg_win_brl': 11.99, 'avg_loss_brl': -73.64, 'profit_factor': 16.5432, 'max_drawdown_pct': 0.96, 'expected_payoff': 11.14, 'on_tester_value': 26333.406452}",COMPLETE
157,18307.558824,2026-03-26 02:05:32.597232,2026-03-26 02:05:36.499028,0 days 00:00:03.901796,36,False,True,False,True,True,550,0.15,875,9,4,0.15000000000000002,1.1,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4022, 'win_rate': 0.9657, 'net_profit_brl': 39050.0, 'avg_profit_brl': 9.71, 'avg_win_brl': 12.34, 'avg_loss_brl': -71.61, 'profit_factor': 5.3975, 'max_drawdown_pct': 2.13, 'expected_payoff': 9.71, 'on_tester_value': 18307.558824}",COMPLETE
158,52857.819048,2026-03-26 02:05:36.499116,2026-03-26 02:05:40.523996,0 days 00:00:04.024880,20,True,True,True,True,False,615,0.15,835,1,5,0.11,0.8500000000000001,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2847, 'win_rate': 0.9347, 'net_profit_brl': 49510.0, 'avg_profit_brl': 17.39, 'avg_win_brl': 24.4, 'avg_loss_brl': -90.76, 'profit_factor': 4.2087, 'max_drawdown_pct': 0.94, 'expected_payoff': 17.39, 'on_tester_value': 52857.819048}",COMPLETE
159,10453.057576,2026-03-26 02:05:40.524057,2026-03-26 02:05:44.694865,0 days 00:00:04.170808,13,True,True,True,True,False,620,0.15,795,2,5,0.12000000000000001,0.9,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2341, 'win_rate': 0.8518, 'net_profit_brl': 37590.0, 'avg_profit_brl': 16.06, 'avg_win_brl': 37.14, 'avg_loss_brl': -109.52, 'profit_factor': 2.0307, 'max_drawdown_pct': 3.6, 'expected_payoff': 16.06, 'on_tester_value': 10453.057576}",COMPLETE
160,14624.3,2026-03-26 02:05:44.694925,2026-03-26 02:05:48.702147,0 days 00:00:04.007222,16,True,True,False,True,True,625,0.15,900,1,3,0.13,0.55,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2430, 'win_rate': 0.8584, 'net_profit_brl': 40850.0, 'avg_profit_brl': 16.81, 'avg_win_brl': 29.17, 'avg_loss_brl': -62.52, 'profit_factor': 3.042, 'max_drawdown_pct': 2.79, 'expected_payoff': 16.81, 'on_tester_value': 14624.3}",COMPLETE
161,2121.636559,2026-03-26 02:05:48.702236,2026-03-26 02:05:52.692082,0 days 00:00:03.989846,24,False,True,False,True,True,570,0.15,835,11,4,0.18,0.8,0.5,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2291, 'win_rate': 0.677, 'net_profit_brl': 22270.0, 'avg_profit_brl': 9.72, 'avg_win_brl': 54.23, 'avg_loss_brl': -85.64, 'profit_factor': 1.3602, 'max_drawdown_pct': 10.5, 'expected_payoff': 9.72, 'on_tester_value': 2121.636559}",COMPLETE
162,6609.015625,2026-03-26 02:05:52.692243,2026-03-26 02:05:57.127537,0 days 00:00:04.435294,17,True,True,True,False,True,665,0.2,885,1,5,0.18,0.95,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1014, 'win_rate': 0.9911, 'net_profit_brl': 11815.0, 'avg_profit_brl': 11.65, 'avg_win_brl': 12.72, 'avg_loss_brl': -107.78, 'profit_factor': 13.1804, 'max_drawdown_pct': 1.79, 'expected_payoff': 11.65, 'on_tester_value': 6609.015625}",COMPLETE
163,73576.040909,2026-03-26 02:05:57.127613,2026-03-26 02:06:01.564449,0 days 00:00:04.436836,26,True,True,True,True,True,555,0.15,770,2,3,0.16,0.55,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5450, 'win_rate': 0.9317, 'net_profit_brl': 49790.0, 'avg_profit_brl': 9.14, 'avg_win_brl': 11.8, 'avg_loss_brl': -38.23, 'profit_factor': 5.9151, 'max_drawdown_pct': 0.68, 'expected_payoff': 9.14, 'on_tester_value': 73576.040909}",COMPLETE
164,57526.224074,2026-03-26 02:06:01.564523,2026-03-26 02:06:05.917110,0 days 00:00:04.352587,16,True,True,True,True,True,620,0.15,820,2,3,0.11,0.55,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3298, 'win_rate': 0.8951, 'net_profit_brl': 54365.0, 'avg_profit_brl': 16.48, 'avg_win_brl': 24.39, 'avg_loss_brl': -58.04, 'profit_factor': 4.081, 'max_drawdown_pct': 0.95, 'expected_payoff': 16.48, 'on_tester_value': 57526.224074}",COMPLETE
165,35324.797143,2026-03-26 02:06:05.917214,2026-03-26 02:06:09.871416,0 days 00:00:03.954202,29,True,True,True,True,True,590,0.15,770,1,3,0.18,0.8500000000000001,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2707, 'win_rate': 0.928, 'net_profit_brl': 54755.0, 'avg_profit_brl': 20.23, 'avg_win_brl': 28.36, 'avg_loss_brl': -92.67, 'profit_factor': 4.3195, 'max_drawdown_pct': 1.55, 'expected_payoff': 20.23, 'on_tester_value': 35324.797143}",COMPLETE
166,26803.125,2026-03-26 02:06:09.871467,2026-03-26 02:06:13.900243,0 days 00:00:04.028776,18,True,True,True,True,True,540,0.2,840,1,4,0.15000000000000002,0.55,0.35,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 7269, 'win_rate': 0.6942, 'net_profit_brl': 85770.0, 'avg_profit_brl': 11.8, 'avg_win_brl': 39.33, 'avg_loss_brl': -56.51, 'profit_factor': 1.7612, 'max_drawdown_pct': 3.2, 'expected_payoff': 11.8, 'on_tester_value': 26803.125}",COMPLETE
167,106804.6875,2026-03-26 02:06:13.900322,2026-03-26 02:06:18.005811,0 days 00:00:04.105489,27,True,True,True,True,True,545,0.2,740,7,3,0.15000000000000002,0.6,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 6467, 'win_rate': 0.9201, 'net_profit_brl': 56250.0, 'avg_profit_brl': 8.7, 'avg_win_brl': 11.96, 'avg_loss_brl': -38.99, 'profit_factor': 4.7663, 'max_drawdown_pct': 0.53, 'expected_payoff': 8.7, 'on_tester_value': 106804.6875}",COMPLETE
168,43764.0225,2026-03-26 02:06:18.005860,2026-03-26 02:06:22.044898,0 days 00:00:04.039038,29,True,True,True,True,False,620,0.15,845,1,4,0.11,0.7,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2733, 'win_rate': 0.9177, 'net_profit_brl': 44990.0, 'avg_profit_brl': 16.46, 'avg_win_brl': 23.76, 'avg_loss_brl': -71.95, 'profit_factor': 4.0805, 'max_drawdown_pct': 1.03, 'expected_payoff': 16.46, 'on_tester_value': 43764.0225}",COMPLETE
169,42506.77551,2026-03-26 02:06:22.044960,2026-03-26 02:06:26.022783,0 days 00:00:03.977823,28,True,True,True,True,True,555,0.30000000000000004,740,7,3,0.11,0.75,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 6058, 'win_rate': 0.9155, 'net_profit_brl': 74600.0, 'avg_profit_brl': 12.31, 'avg_win_brl': 18.15, 'avg_loss_brl': -60.45, 'profit_factor': 3.8632, 'max_drawdown_pct': 1.76, 'expected_payoff': 12.31, 'on_tester_value': 42506.77551}",COMPLETE
170,19254.576923,2026-03-26 02:06:26.022848,2026-03-26 02:06:29.700109,0 days 00:00:03.677261,30,False,True,False,True,False,555,0.25,895,14,4,0.14,1.0,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2426, 'win_rate': 0.9571, 'net_profit_brl': 32550.0, 'avg_profit_brl': 13.42, 'avg_win_brl': 17.48, 'avg_loss_brl': -83.65, 'profit_factor': 5.0535, 'max_drawdown_pct': 1.69, 'expected_payoff': 13.42, 'on_tester_value': 19254.576923}",COMPLETE
171,3381.295816,2026-03-26 02:06:29.700179,2026-03-26 02:06:33.696106,0 days 00:00:03.995927,37,True,False,False,True,True,560,0.15,870,10,3,0.1,0.9,0.4,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4405, 'win_rate': 0.7196, 'net_profit_brl': 34565.0, 'avg_profit_brl': 7.85, 'avg_win_brl': 45.47, 'avg_loss_brl': -92.48, 'profit_factor': 1.3154, 'max_drawdown_pct': 10.22, 'expected_payoff': 7.85, 'on_tester_value': 3381.295816}",COMPLETE
172,23637.866667,2026-03-26 02:06:33.696176,2026-03-26 02:06:37.559043,0 days 00:00:03.862867,26,True,True,False,True,True,600,0.15,685,3,3,0.15000000000000002,0.7,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1677, 'win_rate': 0.9463, 'net_profit_brl': 30080.0, 'avg_profit_brl': 17.94, 'avg_win_brl': 22.31, 'avg_loss_brl': -70.07, 'profit_factor': 6.6488, 'max_drawdown_pct': 1.27, 'expected_payoff': 17.94, 'on_tester_value': 23637.866667}",COMPLETE
173,137059.390909,2026-03-26 02:06:37.559110,2026-03-26 02:06:41.700138,0 days 00:00:04.141028,32,False,True,True,True,True,545,0.25,850,10,5,0.12000000000000001,0.8500000000000001,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 6007, 'win_rate': 0.9294, 'net_profit_brl': 76980.0, 'avg_profit_brl': 12.82, 'avg_win_brl': 18.2, 'avg_loss_brl': -65.83, 'profit_factor': 4.1267, 'max_drawdown_pct': 0.56, 'expected_payoff': 12.82, 'on_tester_value': 137059.390909}",COMPLETE
174,54569.87027,2026-03-26 02:06:41.700218,2026-03-26 02:06:45.712953,0 days 00:00:04.012735,35,False,True,True,True,True,580,0.15,820,8,3,0.16,1.05,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2966, 'win_rate': 0.9777, 'net_profit_brl': 45660.0, 'avg_profit_brl': 15.39, 'avg_win_brl': 17.43, 'avg_loss_brl': -85.79, 'profit_factor': 10.3374, 'max_drawdown_pct': 0.84, 'expected_payoff': 15.39, 'on_tester_value': 54569.87027}",COMPLETE
175,31272.573913,2026-03-26 02:06:45.713023,2026-03-26 02:06:49.579654,0 days 00:00:03.866631,39,False,True,True,True,True,600,0.15,760,5,3,0.18,0.9,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1844, 'win_rate': 0.9789, 'net_profit_brl': 28340.0, 'avg_profit_brl': 15.37, 'avg_win_brl': 16.97, 'avg_loss_brl': -73.71, 'profit_factor': 13.4026, 'max_drawdown_pct': 0.91, 'expected_payoff': 15.37, 'on_tester_value': 31272.573913}",COMPLETE
176,18670.488889,2026-03-26 02:06:49.579794,2026-03-26 02:06:53.530305,0 days 00:00:03.950511,13,True,False,True,True,False,645,0.15,900,3,4,0.1,0.7,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1939, 'win_rate': 0.9727, 'net_profit_brl': 22345.0, 'avg_profit_brl': 11.52, 'avg_win_brl': 13.3, 'avg_loss_brl': -60.89, 'profit_factor': 9.1551, 'max_drawdown_pct': 1.2, 'expected_payoff': 11.52, 'on_tester_value': 18670.488889}",COMPLETE
177,33281.716279,2026-03-26 02:06:53.530374,2026-03-26 02:06:56.888666,0 days 00:00:03.358292,29,False,True,False,True,True,580,0.2,820,9,3,0.15000000000000002,0.8500000000000001,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2378, 'win_rate': 0.9529, 'net_profit_brl': 42580.0, 'avg_profit_brl': 17.91, 'avg_win_brl': 22.51, 'avg_loss_brl': -79.58, 'profit_factor': 6.048, 'max_drawdown_pct': 1.28, 'expected_payoff': 17.91, 'on_tester_value': 33281.716279}",COMPLETE
178,40418.4,2026-03-26 02:06:56.888719,2026-03-26 02:07:00.064280,0 days 00:00:03.175561,17,False,True,True,True,True,560,0.15,865,3,5,0.15000000000000002,1.05,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4474, 'win_rate': 0.9694, 'net_profit_brl': 45930.0, 'avg_profit_brl': 10.27, 'avg_win_brl': 12.44, 'avg_loss_brl': -68.46, 'profit_factor': 6.7341, 'max_drawdown_pct': 1.14, 'expected_payoff': 10.27, 'on_tester_value': 40418.4}",COMPLETE
179,33263.025,2026-03-26 02:07:00.064329,2026-03-26 02:07:03.297288,0 days 00:00:03.232959,21,True,True,True,True,True,560,0.15,645,2,5,0.2,0.5,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2795, 'win_rate': 0.9195, 'net_profit_brl': 36245.0, 'avg_profit_brl': 12.97, 'avg_win_brl': 16.72, 'avg_loss_brl': -42.77, 'profit_factor': 6.3976, 'max_drawdown_pct': 1.09, 'expected_payoff': 12.97, 'on_tester_value': 33263.025}",COMPLETE
180,3354.71831,2026-03-26 02:07:03.297330,2026-03-26 02:07:06.239495,0 days 00:00:02.942165,30,False,True,True,False,True,615,0.4,855,11,5,0.13,0.65,0.35,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1672, 'win_rate': 0.75, 'net_profit_brl': 20100.0, 'avg_profit_brl': 12.02, 'avg_win_brl': 40.11, 'avg_loss_brl': -73.83, 'profit_factor': 1.6657, 'max_drawdown_pct': 5.99, 'expected_payoff': 12.02, 'on_tester_value': 3354.71831}",COMPLETE
181,39259.326316,2026-03-26 02:07:06.239559,2026-03-26 02:07:09.525417,0 days 00:00:03.285858,29,False,True,True,True,True,560,0.15,880,7,3,0.13,1.05,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5133, 'win_rate': 0.9264, 'net_profit_brl': 78560.0, 'avg_profit_brl': 15.3, 'avg_win_brl': 23.57, 'avg_loss_brl': -94.45, 'profit_factor': 3.343, 'max_drawdown_pct': 2.0, 'expected_payoff': 15.3, 'on_tester_value': 39259.326316}",COMPLETE
182,28416.388356,2026-03-26 02:07:09.525469,2026-03-26 02:07:12.761176,0 days 00:00:03.235707,35,False,True,True,True,True,565,0.25,855,14,4,0.11,0.9,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5209, 'win_rate': 0.8698, 'net_profit_brl': 74915.0, 'avg_profit_brl': 14.38, 'avg_win_brl': 29.01, 'avg_loss_brl': -88.02, 'profit_factor': 2.3257, 'max_drawdown_pct': 2.64, 'expected_payoff': 14.38, 'on_tester_value': 28416.388356}",COMPLETE
183,53057.69,2026-03-26 02:07:12.761264,2026-03-26 02:07:16.088063,0 days 00:00:03.326799,17,True,True,True,True,True,620,0.15,790,4,3,0.1,0.5,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3399, 'win_rate': 0.9341, 'net_profit_brl': 34055.0, 'avg_profit_brl': 10.02, 'avg_win_brl': 12.68, 'avg_loss_brl': -37.44, 'profit_factor': 6.4795, 'max_drawdown_pct': 0.64, 'expected_payoff': 10.02, 'on_tester_value': 53057.69}",COMPLETE
184,29874.0,2026-03-26 02:07:16.088124,2026-03-26 02:07:19.099042,0 days 00:00:03.010918,26,False,True,True,True,False,560,0.15,865,6,5,0.25,1.2000000000000002,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2012, 'win_rate': 0.9846, 'net_profit_brl': 20800.0, 'avg_profit_brl': 10.34, 'avg_win_brl': 11.35, 'avg_loss_brl': -80.48, 'profit_factor': 13.3077, 'max_drawdown_pct': 0.7, 'expected_payoff': 10.34, 'on_tester_value': 29874.0}",COMPLETE
185,15636.040769,2026-03-26 02:07:19.099105,2026-03-26 02:07:22.037162,0 days 00:00:02.938057,13,False,True,True,False,True,580,0.25,735,2,4,0.1,0.7,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2899, 'win_rate': 0.8237, 'net_profit_brl': 36415.0, 'avg_profit_brl': 12.56, 'avg_win_brl': 30.42, 'avg_loss_brl': -73.19, 'profit_factor': 2.0051, 'max_drawdown_pct': 2.33, 'expected_payoff': 12.56, 'on_tester_value': 15636.040769}",COMPLETE
186,22688.622,2026-03-26 02:07:22.037202,2026-03-26 02:07:24.846253,0 days 00:00:02.809051,25,False,True,True,False,False,625,0.15,900,3,5,0.13,0.95,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1178, 'win_rate': 0.9694, 'net_profit_brl': 18315.0, 'avg_profit_brl': 15.55, 'avg_win_brl': 18.49, 'avg_loss_brl': -90.32, 'profit_factor': 7.5411, 'max_drawdown_pct': 0.81, 'expected_payoff': 15.55, 'on_tester_value': 22688.622}",COMPLETE
187,36051.19,2026-03-26 02:07:24.846295,2026-03-26 02:07:28.020272,0 days 00:00:03.173977,19,False,True,True,True,True,580,0.25,685,7,3,0.15000000000000002,0.5,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2252, 'win_rate': 0.9472, 'net_profit_brl': 21370.0, 'avg_profit_brl': 9.49, 'avg_win_brl': 11.53, 'avg_loss_brl': -33.3, 'profit_factor': 7.6161, 'max_drawdown_pct': 0.59, 'expected_payoff': 9.49, 'on_tester_value': 36051.19}",COMPLETE
188,59065.952632,2026-03-26 02:07:28.020357,2026-03-26 02:07:31.483021,0 days 00:00:03.462664,14,True,True,True,True,True,555,0.2,730,2,3,0.11,0.65,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 6882, 'win_rate': 0.8878, 'net_profit_brl': 81205.0, 'avg_profit_brl': 11.8, 'avg_win_brl': 18.55, 'avg_loss_brl': -49.51, 'profit_factor': 3.527, 'max_drawdown_pct': 1.37, 'expected_payoff': 11.8, 'on_tester_value': 59065.952632}",COMPLETE
189,96841.309091,2026-03-26 02:07:31.483092,2026-03-26 02:07:34.987445,0 days 00:00:03.504353,18,True,True,True,True,True,585,0.25,765,1,3,0.11,0.6,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4616, 'win_rate': 0.9437, 'net_profit_brl': 46235.0, 'avg_profit_brl': 10.02, 'avg_win_brl': 12.51, 'avg_loss_brl': -39.31, 'profit_factor': 6.6008, 'max_drawdown_pct': 0.48, 'expected_payoff': 10.02, 'on_tester_value': 96841.309091}",COMPLETE
190,29123.026667,2026-03-26 02:07:34.987495,2026-03-26 02:07:38.138842,0 days 00:00:03.151347,12,True,True,True,True,True,635,0.25,815,5,3,0.14,0.55,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2160, 'win_rate': 0.8569, 'net_profit_brl': 37210.0, 'avg_profit_brl': 17.23, 'avg_win_brl': 30.84, 'avg_loss_brl': -66.47, 'profit_factor': 2.8722, 'max_drawdown_pct': 1.28, 'expected_payoff': 17.23, 'on_tester_value': 29123.026667}",COMPLETE
191,43284.436364,2026-03-26 02:07:38.138885,2026-03-26 02:07:41.599926,0 days 00:00:03.461041,19,True,True,True,True,True,585,0.15,735,5,3,0.1,0.6,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4668, 'win_rate': 0.8141, 'net_profit_brl': 63315.0, 'avg_profit_brl': 13.56, 'avg_win_brl': 29.41, 'avg_loss_brl': -60.11, 'profit_factor': 2.3068, 'max_drawdown_pct': 1.46, 'expected_payoff': 13.56, 'on_tester_value': 43284.436364}",COMPLETE
192,18997.690385,2026-03-26 02:07:41.599996,2026-03-26 02:07:44.867182,0 days 00:00:03.267186,25,False,True,True,False,True,665,0.2,885,3,4,0.12000000000000001,0.95,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1211, 'win_rate': 0.9727, 'net_profit_brl': 19005.0, 'avg_profit_brl': 15.69, 'avg_win_brl': 18.57, 'avg_loss_brl': -89.84, 'profit_factor': 7.6104, 'max_drawdown_pct': 1.0, 'expected_payoff': 15.69, 'on_tester_value': 18997.690385}",COMPLETE
193,6123.055556,2026-03-26 02:07:44.867262,2026-03-26 02:07:48.220027,0 days 00:00:03.352765,13,True,True,True,True,True,655,0.2,695,1,3,0.17,0.8500000000000001,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 533, 'win_rate': 0.9625, 'net_profit_brl': 8225.0, 'avg_profit_brl': 15.43, 'avg_win_brl': 18.7, 'avg_loss_brl': -76.11, 'profit_factor': 7.0036, 'max_drawdown_pct': 1.34, 'expected_payoff': 15.43, 'on_tester_value': 6123.055556}",COMPLETE
194,1855.956466,2026-03-26 02:07:48.220090,2026-03-26 02:07:51.375964,0 days 00:00:03.155874,10,False,True,True,False,True,580,0.25,855,5,6,0.22,0.8,0.45000000000000007,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1593, 'win_rate': 0.7194, 'net_profit_brl': 18935.0, 'avg_profit_brl': 11.89, 'avg_win_brl': 54.45, 'avg_loss_brl': -98.13, 'profit_factor': 1.4356, 'max_drawdown_pct': 10.2, 'expected_payoff': 11.89, 'on_tester_value': 1855.956466}",COMPLETE
