number,value,datetime_start,datetime_complete,duration,params_ATR_Length,params_AllowFriday,params_AllowMonday,params_AllowThursday,params_AllowTuesday,params_AllowWednesday,params_EntryStart_TotalMinutes,params_FilterAsPercOfContractMARange,params_LastEntry_TotalMinutes,params_MinutesBeforeMarketCloseToClosePositions,params_NumDaysToConsiderPreviousContractMARange,params_RetracementLevel,params_SL_ATRMultiplier,params_TP_ATRMultiplier,user_attrs_train_metrics,state
0,2766.157143,2026-03-26 01:40:02.525489,2026-03-26 01:40:06.205593,0 days 00:00:03.680104,26,True,True,True,True,True,675,0.4,890,7,6,0.14,0.65,0.35,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1506, 'win_rate': 0.753, 'net_profit_brl': 17060.0, 'avg_profit_brl': 11.33, 'avg_win_brl': 41.12, 'avg_loss_brl': -80.15, 'profit_factor': 1.5768, 'max_drawdown_pct': 6.17, 'expected_payoff': 11.33, 'on_tester_value': 2766.157143}",COMPLETE
1,101.284615,2026-03-26 01:40:06.205689,2026-03-26 01:40:08.998210,0 days 00:00:02.792521,19,False,False,True,False,True,645,0.2,800,2,4,0.21000000000000002,1.5,0.85,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 468, 'win_rate': 0.6496, 'net_profit_brl': 2375.0, 'avg_profit_brl': 5.07, 'avg_win_brl': 102.68, 'avg_loss_brl': -175.85, 'profit_factor': 1.0824, 'max_drawdown_pct': 23.45, 'expected_payoff': 5.07, 'on_tester_value': 101.284615}",COMPLETE
