session_date,trades,pnl_brl,cumulative_pnl_brl,equity_brl
2024-01-19,4,70.0,10085.0,20085.0
2024-01-22,1,25.0,10110.0,20110.0
2024-01-23,1,20.0,10130.0,20130.0
2024-01-25,2,40.0,10170.0,20170.0
2024-01-26,2,35.0,10205.0,20205.0
2024-01-29,3,45.0,10250.0,20250.0
2024-01-30,2,-35.0,10215.0,20215.0
2024-01-31,1,-55.0,10160.0,20160.0
2024-02-01,1,30.0,10190.0,20190.0
2024-02-02,2,50.0,10240.0,20240.0
2024-02-05,1,20.0,10260.0,20260.0
2024-02-06,4,-75.0,10185.0,20185.0
2024-02-08,3,-85.0,10100.0,20100.0
2024-02-09,2,-45.0,10055.0,20055.0
2024-02-14,1,-50.0,10005.0,20005.0
2024-02-15,3,-50.0,9955.0,19955.0
2024-02-16,4,-55.0,9900.0,19900.0
2024-02-19,1,-40.0,9860.0,19860.0
2024-02-20,2,15.0,9875.0,19875.0
2024-02-21,1,15.0,9890.0,19890.0
2024-02-22,1,20.0,9910.0,19910.0
2024-02-23,4,20.0,9930.0,19930.0
2024-02-26,3,-15.0,9915.0,19915.0
2024-02-27,1,10.0,9925.0,19925.0
2024-02-28,3,45.0,9970.0,19970.0
2024-02-29,1,25.0,9995.0,19995.0
2024-03-01,4,0.0,9995.0,19995.0
2024-03-04,3,-20.0,9975.0,19975.0
2024-03-05,5,-60.0,9915.0,19915.0
2024-03-08,2,-35.0,9880.0,19880.0
2024-03-11,1,10.0,9890.0,19890.0
2024-03-12,1,20.0,9910.0,19910.0
2024-03-13,1,15.0,9925.0,19925.0
2024-03-14,4,65.0,9990.0,19990.0
2024-03-15,1,-40.0,9950.0,19950.0
2024-03-18,2,35.0,9985.0,19985.0
2024-03-19,4,55.0,10040.0,20040.0
2024-03-21,2,50.0,10090.0,20090.0
2024-03-22,1,15.0,10105.0,20105.0
2024-03-25,4,55.0,10160.0,20160.0
2024-03-26,1,15.0,10175.0,20175.0
2024-03-27,1,15.0,10190.0,20190.0
2024-03-28,4,70.0,10260.0,20260.0
2024-04-02,2,-45.0,10215.0,20215.0
2024-04-03,1,-55.0,10160.0,20160.0
2024-04-04,2,-60.0,10100.0,20100.0
2024-04-05,1,30.0,10130.0,20130.0
2024-04-08,1,15.0,10145.0,20145.0
2024-04-09,2,20.0,10165.0,20165.0
2024-04-12,2,-115.0,10050.0,20050.0
2024-04-16,1,40.0,10090.0,20090.0
2024-04-18,1,30.0,10120.0,20120.0
2024-04-19,1,20.0,10140.0,20140.0
2024-04-22,4,95.0,10235.0,20235.0
2024-04-23,4,65.0,10300.0,20300.0
2024-04-24,1,20.0,10320.0,20320.0
2024-04-25,1,30.0,10350.0,20350.0
2024-04-26,2,35.0,10385.0,20385.0
2024-04-29,1,25.0,10410.0,20410.0
2024-04-30,1,25.0,10435.0,20435.0
2024-05-07,2,-50.0,10385.0,20385.0
2024-05-09,1,-85.0,10300.0,20300.0
2024-05-10,1,-60.0,10240.0,20240.0
2024-05-13,4,-15.0,10225.0,20225.0
2024-05-17,2,25.0,10250.0,20250.0
2024-05-20,1,15.0,10265.0,20265.0
2024-05-21,4,10.0,10275.0,20275.0
2024-05-22,4,-5.0,10270.0,20270.0
2024-05-23,2,35.0,10305.0,20305.0
2024-05-24,1,15.0,10320.0,20320.0
2024-05-27,2,35.0,10355.0,20355.0
2024-05-28,1,10.0,10365.0,20365.0
2024-05-29,1,20.0,10385.0,20385.0
2024-05-31,3,75.0,10460.0,20460.0
2024-06-03,4,-80.0,10380.0,20380.0
2024-06-04,6,-30.0,10350.0,20350.0
2024-06-05,3,-95.0,10255.0,20255.0
2024-06-06,2,45.0,10300.0,20300.0
2024-06-10,1,45.0,10345.0,20345.0
2024-06-11,2,40.0,10385.0,20385.0
2024-06-12,3,135.0,10520.0,20520.0
2024-06-13,2,70.0,10590.0,20590.0
2024-06-17,1,-75.0,10515.0,20515.0
2024-06-18,2,55.0,10570.0,20570.0
2024-06-19,1,25.0,10595.0,20595.0
2024-06-20,2,75.0,10670.0,20670.0
2024-06-21,2,60.0,10730.0,20730.0
2024-06-24,1,-90.0,10640.0,20640.0
2024-06-25,4,100.0,10740.0,20740.0
2024-06-26,1,-75.0,10665.0,20665.0
2024-06-27,2,-70.0,10595.0,20595.0
2024-06-28,1,45.0,10640.0,20640.0
2024-07-01,1,25.0,10665.0,20665.0
2024-07-02,2,-210.0,10455.0,20455.0
2024-07-05,1,40.0,10495.0,20495.0
2024-07-08,1,-65.0,10430.0,20430.0
2024-07-09,2,35.0,10465.0,20465.0
2024-07-12,2,55.0,10520.0,20520.0
2024-07-15,1,25.0,10545.0,20545.0
2024-07-16,4,100.0,10645.0,20645.0
2024-07-17,2,55.0,10700.0,20700.0
2024-07-19,2,-65.0,10635.0,20635.0
2024-07-23,1,30.0,10665.0,20665.0
2024-07-24,1,25.0,10690.0,20690.0
2024-07-25,2,65.0,10755.0,20755.0
2024-07-26,1,35.0,10790.0,20790.0
2024-07-29,1,-80.0,10710.0,20710.0
2024-07-30,1,-65.0,10645.0,20645.0
2024-07-31,1,30.0,10675.0,20675.0
2024-08-01,1,-125.0,10550.0,20550.0
2024-08-02,1,-135.0,10415.0,20415.0
2024-08-05,1,60.0,10475.0,20475.0
2024-08-06,1,-125.0,10350.0,20350.0
2024-08-08,2,55.0,10405.0,20405.0
2024-08-09,1,35.0,10440.0,20440.0
2024-08-12,2,-50.0,10390.0,20390.0
2024-08-13,1,30.0,10420.0,20420.0
2024-08-14,1,40.0,10460.0,20460.0
2024-08-15,1,30.0,10490.0,20490.0
2024-08-16,2,-60.0,10430.0,20430.0
2024-08-19,3,70.0,10500.0,20500.0
2024-08-20,1,40.0,10540.0,20540.0
2024-08-22,1,35.0,10575.0,20575.0
2024-08-23,2,75.0,10650.0,20650.0
2024-08-26,2,-80.0,10570.0,20570.0
2024-08-27,1,-95.0,10475.0,20475.0
2024-08-28,1,35.0,10510.0,20510.0
2024-08-29,1,40.0,10550.0,20550.0
2024-08-30,1,50.0,10600.0,20600.0
2024-09-02,2,105.0,10705.0,20705.0
2024-09-03,2,-50.0,10655.0,20655.0
2024-09-05,1,25.0,10680.0,20680.0
2024-09-06,2,-70.0,10610.0,20610.0
2024-09-10,1,35.0,10645.0,20645.0
2024-09-11,2,90.0,10735.0,20735.0
2024-09-12,3,100.0,10835.0,20835.0
2024-09-13,2,55.0,10890.0,20890.0
2024-09-16,1,30.0,10920.0,20920.0
2024-09-17,1,-85.0,10835.0,20835.0
2024-09-19,1,-160.0,10675.0,20675.0
2024-09-23,2,75.0,10750.0,20750.0
2024-09-24,1,30.0,10780.0,20780.0
2024-09-25,1,-85.0,10695.0,20695.0
2024-09-26,1,30.0,10725.0,20725.0
2024-09-30,1,30.0,10755.0,20755.0
2024-10-02,3,95.0,10850.0,20850.0
2024-10-03,2,60.0,10910.0,20910.0
2024-10-04,1,30.0,10940.0,20940.0
2024-10-08,3,-10.0,10930.0,20930.0
2024-10-09,2,50.0,10980.0,20980.0
2024-10-10,1,25.0,11005.0,21005.0
2024-10-11,1,35.0,11040.0,21040.0
2024-10-14,1,25.0,11065.0,21065.0
2024-10-15,1,30.0,11095.0,21095.0
2024-10-17,2,-50.0,11045.0,21045.0
2024-10-18,2,50.0,11095.0,21095.0
2024-10-21,2,60.0,11155.0,21155.0
2024-10-22,1,-80.0,11075.0,21075.0
2024-10-23,1,25.0,11100.0,21100.0
2024-10-24,1,25.0,11125.0,21125.0
2024-10-25,3,80.0,11205.0,21205.0
2024-10-28,1,15.0,11220.0,21220.0
2024-10-29,3,90.0,11310.0,21310.0
2024-10-31,3,75.0,11385.0,21385.0
2024-11-01,1,30.0,11415.0,21415.0
2024-11-05,3,-30.0,11385.0,21385.0
2024-11-07,3,180.0,11565.0,21565.0
2024-11-08,2,85.0,11650.0,21650.0
2024-11-12,1,-95.0,11555.0,21555.0
2024-11-14,4,160.0,11715.0,21715.0
2024-11-18,2,70.0,11785.0,21785.0
2024-11-19,1,30.0,11815.0,21815.0
2024-11-21,1,-105.0,11710.0,21710.0
2024-11-22,1,30.0,11740.0,21740.0
2024-11-25,3,105.0,11845.0,21845.0
2024-11-27,3,135.0,11980.0,21980.0
2024-11-28,1,55.0,12035.0,22035.0
2024-11-29,2,130.0,12165.0,22165.0
2024-12-02,1,50.0,12215.0,22215.0
2024-12-03,2,95.0,12310.0,22310.0
2024-12-05,3,100.0,12410.0,22410.0
2024-12-06,3,-40.0,12370.0,22370.0
2024-12-09,2,-200.0,12170.0,22170.0
2024-12-12,1,80.0,12250.0,22250.0
2024-12-16,1,55.0,12305.0,22305.0
2024-12-17,2,-120.0,12185.0,22185.0
2024-12-18,1,55.0,12240.0,22240.0
2024-12-19,5,130.0,12370.0,22370.0
2024-12-20,1,75.0,12445.0,22445.0
2024-12-23,1,50.0,12495.0,22495.0
2024-12-26,1,45.0,12540.0,22540.0
2024-12-30,2,-140.0,12400.0,22400.0
2025-01-02,1,35.0,12435.0,22435.0
2025-01-03,1,35.0,12470.0,22470.0
2025-01-06,2,90.0,12560.0,22560.0
2025-01-07,3,105.0,12665.0,22665.0
2025-01-08,1,40.0,12705.0,22705.0
2025-01-09,3,95.0,12800.0,22800.0
2025-01-10,1,50.0,12850.0,22850.0
2025-01-14,3,90.0,12940.0,22940.0
2025-01-15,1,30.0,12970.0,22970.0
2025-01-16,2,85.0,13055.0,23055.0
2025-01-17,2,-65.0,12990.0,22990.0
2025-01-20,3,95.0,13085.0,23085.0
2025-01-21,2,65.0,13150.0,23150.0
2025-01-23,2,55.0,13205.0,23205.0
2025-01-24,3,125.0,13330.0,23330.0
2025-01-27,2,60.0,13390.0,23390.0
2025-01-29,1,30.0,13420.0,23420.0
2025-01-31,3,125.0,13545.0,23545.0
2025-02-03,3,-40.0,13505.0,23505.0
2025-02-04,2,60.0,13565.0,23565.0
2025-02-05,1,-80.0,13485.0,23485.0
2025-02-06,3,-175.0,13310.0,23310.0
2025-02-07,3,70.0,13380.0,23380.0
2025-02-10,1,35.0,13415.0,23415.0
2025-02-11,2,55.0,13470.0,23470.0
2025-02-12,2,-155.0,13315.0,23315.0
2025-02-13,2,60.0,13375.0,23375.0
2025-02-14,2,55.0,13430.0,23430.0
2025-02-17,2,45.0,13475.0,23475.0
2025-02-18,4,70.0,13545.0,23545.0
2025-02-19,1,25.0,13570.0,23570.0
2025-02-20,3,90.0,13660.0,23660.0
2025-02-21,5,25.0,13685.0,23685.0
2025-02-24,4,110.0,13795.0,23795.0
2025-02-25,1,30.0,13825.0,23825.0
2025-02-26,1,-85.0,13740.0,23740.0
2025-02-27,3,105.0,13845.0,23845.0
2025-02-28,3,120.0,13965.0,23965.0
2025-03-06,5,20.0,13985.0,23985.0
2025-03-07,4,-100.0,13885.0,23885.0
2025-03-10,3,60.0,13945.0,23945.0
2025-03-11,2,-65.0,13880.0,23880.0
2025-03-12,1,30.0,13910.0,23910.0
2025-03-13,3,85.0,13995.0,23995.0
2025-03-14,1,20.0,14015.0,24015.0
2025-03-18,2,45.0,14060.0,24060.0
2025-03-20,3,-25.0,14035.0,24035.0
2025-03-21,2,60.0,14095.0,24095.0
2025-03-25,2,45.0,14140.0,24140.0
2025-03-26,3,80.0,14220.0,24220.0
2025-03-27,1,-70.0,14150.0,24150.0
2025-03-28,1,-95.0,14055.0,24055.0
2025-03-31,3,95.0,14150.0,24150.0
2025-04-01,2,55.0,14205.0,24205.0
2025-04-02,1,30.0,14235.0,24235.0
2025-04-03,2,-145.0,14090.0,24090.0
2025-04-04,3,170.0,14260.0,24260.0
2025-04-07,4,40.0,14300.0,24300.0
2025-04-08,1,-115.0,14185.0,24185.0
2025-04-10,2,135.0,14320.0,24320.0
2025-04-11,1,-165.0,14155.0,24155.0
2025-04-14,1,-105.0,14050.0,24050.0
2025-04-15,3,100.0,14150.0,24150.0
2025-04-17,2,55.0,14205.0,24205.0
2025-04-22,2,50.0,14255.0,24255.0
2025-04-23,1,40.0,14295.0,24295.0
2025-04-24,2,-55.0,14240.0,24240.0
2025-04-25,2,50.0,14290.0,24290.0
2025-04-28,2,45.0,14335.0,24335.0
2025-04-29,1,25.0,14360.0,24360.0
2025-04-30,1,35.0,14395.0,24395.0
2025-05-02,2,50.0,14445.0,24445.0
2025-05-06,1,25.0,14470.0,24470.0
2025-05-07,4,115.0,14585.0,24585.0
2025-05-08,1,30.0,14615.0,24615.0
2025-05-09,2,-175.0,14440.0,24440.0
2025-05-12,1,-85.0,14355.0,24355.0
2025-05-13,2,40.0,14395.0,24395.0
2025-05-14,2,60.0,14455.0,24455.0
2025-05-15,1,25.0,14480.0,24480.0
2025-05-16,1,-110.0,14370.0,24370.0
2025-05-19,1,25.0,14395.0,24395.0
2025-05-20,3,80.0,14475.0,24475.0
2025-05-22,4,95.0,14570.0,24570.0
2025-05-23,1,-225.0,14345.0,24345.0
2025-05-26,3,85.0,14430.0,24430.0
2025-05-28,2,-70.0,14360.0,24360.0
2025-05-29,2,45.0,14405.0,24405.0
2025-05-30,2,75.0,14480.0,24480.0
2025-06-02,2,-70.0,14410.0,24410.0
2025-06-04,1,30.0,14440.0,24440.0
2025-06-05,1,20.0,14460.0,24460.0
2025-06-06,1,35.0,14495.0,24495.0
2025-06-09,1,30.0,14525.0,24525.0
2025-06-10,3,-15.0,14510.0,24510.0
2025-06-12,1,45.0,14555.0,24555.0
2025-06-13,3,75.0,14630.0,24630.0
2025-06-16,2,-60.0,14570.0,24570.0
2025-06-17,1,20.0,14590.0,24590.0
2025-06-23,4,-30.0,14560.0,24560.0
2025-06-24,1,35.0,14595.0,24595.0
2025-06-25,1,-95.0,14500.0,24500.0
2025-06-27,1,-120.0,14380.0,24380.0
2025-06-30,2,-75.0,14305.0,24305.0
2025-07-01,4,95.0,14400.0,24400.0
2025-07-03,2,45.0,14445.0,24445.0
2025-07-04,2,25.0,14470.0,24470.0
2025-07-07,3,75.0,14545.0,24545.0
2025-07-08,1,-65.0,14480.0,24480.0
2025-07-10,2,160.0,14640.0,24640.0
2025-07-11,2,65.0,14705.0,24705.0
2025-07-14,1,20.0,14725.0,24725.0
2025-07-15,2,-110.0,14615.0,24615.0
2025-07-16,2,-45.0,14570.0,24570.0
2025-07-17,3,80.0,14650.0,24650.0
2025-07-18,3,-30.0,14620.0,24620.0
2025-07-21,1,20.0,14640.0,24640.0
2025-07-22,2,-70.0,14570.0,24570.0
2025-07-24,1,15.0,14585.0,24585.0
2025-07-25,2,-40.0,14545.0,24545.0
2025-07-28,2,45.0,14590.0,24590.0
2025-07-29,2,35.0,14625.0,24625.0
2025-07-30,4,-15.0,14610.0,24610.0
2025-07-31,1,-165.0,14445.0,24445.0
2025-08-01,1,35.0,14480.0,24480.0
2025-08-04,2,60.0,14540.0,24540.0
2025-08-05,1,25.0,14565.0,24565.0
2025-08-07,4,0.0,14565.0,24565.0
2025-08-08,1,-80.0,14485.0,24485.0
2025-08-11,2,-40.0,14445.0,24445.0
2025-08-12,1,15.0,14460.0,24460.0
2025-08-13,3,-25.0,14435.0,24435.0
2025-08-14,2,-25.0,14410.0,24410.0
2025-08-15,1,15.0,14425.0,24425.0
2025-08-18,2,45.0,14470.0,24470.0
2025-08-19,1,20.0,14490.0,24490.0
2025-08-21,4,65.0,14555.0,24555.0
2025-08-22,4,-15.0,14540.0,24540.0
2025-08-25,3,35.0,14575.0,24575.0
2025-08-26,1,15.0,14590.0,24590.0
2025-08-27,1,-60.0,14530.0,24530.0
2025-08-28,2,-35.0,14495.0,24495.0
2025-08-29,1,-95.0,14400.0,24400.0
2025-09-01,2,-25.0,14375.0,24375.0
2025-09-02,1,30.0,14405.0,24405.0
2025-09-03,1,25.0,14430.0,24430.0
2025-09-04,1,20.0,14450.0,24450.0
2025-09-05,1,20.0,14470.0,24470.0
2025-09-08,2,-35.0,14435.0,24435.0
2025-09-09,4,-65.0,14370.0,24370.0
2025-09-11,1,15.0,14385.0,24385.0
2025-09-15,1,15.0,14400.0,24400.0
2025-09-16,1,25.0,14425.0,24425.0
2025-09-17,2,30.0,14455.0,24455.0
2025-09-18,2,-70.0,14385.0,24385.0
2025-09-22,2,-30.0,14355.0,24355.0
2025-09-23,2,30.0,14385.0,24385.0
2025-09-24,1,-50.0,14335.0,24335.0
2025-09-25,2,65.0,14400.0,24400.0
2025-09-26,1,15.0,14415.0,24415.0
2025-09-29,1,-65.0,14350.0,24350.0
2025-09-30,2,-55.0,14295.0,24295.0
2025-10-01,2,50.0,14345.0,24345.0
2025-10-02,2,-60.0,14285.0,24285.0
2025-10-03,2,-40.0,14245.0,24245.0
2025-10-06,2,30.0,14275.0,24275.0
2025-10-09,1,25.0,14300.0,24300.0
2025-10-10,1,-115.0,14185.0,24185.0
2025-10-14,2,-50.0,14135.0,24135.0
2025-10-16,4,-110.0,14025.0,24025.0
2025-10-17,3,65.0,14090.0,24090.0
2025-10-20,2,25.0,14115.0,24115.0
2025-10-21,3,65.0,14180.0,24180.0
2025-10-22,2,-55.0,14125.0,24125.0
2025-10-23,1,15.0,14140.0,24140.0
2025-10-24,1,10.0,14150.0,24150.0
2025-10-27,1,20.0,14170.0,24170.0
2025-10-28,1,-50.0,14120.0,24120.0
2025-10-30,1,-65.0,14055.0,24055.0
2025-10-31,1,-75.0,13980.0,23980.0
2025-11-03,3,-20.0,13960.0,23960.0
2025-11-04,2,-40.0,13920.0,23920.0
2025-11-06,3,50.0,13970.0,23970.0
2025-11-07,1,15.0,13985.0,23985.0
2025-11-10,1,15.0,14000.0,24000.0
2025-11-11,2,-50.0,13950.0,23950.0
2025-11-12,1,20.0,13970.0,23970.0
2025-11-14,3,60.0,14030.0,24030.0
2025-11-17,2,30.0,14060.0,24060.0
2025-11-18,2,30.0,14090.0,24090.0
2025-11-19,2,30.0,14120.0,24120.0
2025-11-21,1,40.0,14160.0,24160.0
2025-11-24,2,-40.0,14120.0,24120.0
2025-11-25,3,-45.0,14075.0,24075.0
2025-11-27,1,15.0,14090.0,24090.0
2025-11-28,2,35.0,14125.0,24125.0
2025-12-01,1,15.0,14140.0,24140.0
2025-12-02,2,30.0,14170.0,24170.0
2025-12-04,2,30.0,14200.0,24200.0
2025-12-05,3,100.0,14300.0,24300.0
2025-12-08,2,-325.0,13975.0,23975.0
2025-12-09,2,-65.0,13910.0,23910.0
2025-12-10,2,55.0,13965.0,23965.0
2025-12-11,1,30.0,13995.0,23995.0
2025-12-12,3,65.0,14060.0,24060.0
2025-12-15,1,20.0,14080.0,24080.0
2025-12-16,1,-105.0,13975.0,23975.0
2025-12-17,1,45.0,14020.0,24020.0
2025-12-18,1,35.0,14055.0,24055.0
2025-12-19,3,60.0,14115.0,24115.0
2025-12-22,2,-50.0,14065.0,24065.0
2025-12-23,1,25.0,14090.0,24090.0
2025-12-26,2,45.0,14135.0,24135.0
2025-12-29,1,20.0,14155.0,24155.0
2026-01-02,3,-45.0,14110.0,24110.0
2026-01-05,3,70.0,14180.0,24180.0
2026-01-06,2,35.0,14215.0,24215.0
2026-01-07,2,45.0,14260.0,24260.0
2026-01-08,2,30.0,14290.0,24290.0
2026-01-09,3,-20.0,14270.0,24270.0
2026-01-12,1,20.0,14290.0,24290.0
2026-01-13,5,-165.0,14125.0,24125.0
2026-01-14,1,55.0,14180.0,24180.0
2026-01-15,3,-10.0,14170.0,24170.0
2026-01-16,1,-60.0,14110.0,24110.0
2026-01-19,1,10.0,14120.0,24120.0
2026-01-20,1,20.0,14140.0,24140.0
2026-01-22,1,15.0,14155.0,24155.0
2026-01-23,3,-20.0,14135.0,24135.0
2026-01-26,2,-60.0,14075.0,24075.0
2026-01-27,1,15.0,14090.0,24090.0
2026-01-28,3,115.0,14205.0,24205.0
2026-01-29,2,-50.0,14155.0,24155.0
2026-01-30,2,-60.0,14095.0,24095.0
2026-02-02,1,-90.0,14005.0,24005.0
2026-02-03,3,55.0,14060.0,24060.0
2026-02-04,3,-30.0,14030.0,24030.0
2026-02-05,3,90.0,14120.0,24120.0
2026-02-06,2,-180.0,13940.0,23940.0
2026-02-09,4,-10.0,13930.0,23930.0
2026-02-10,3,-25.0,13905.0,23905.0
2026-02-11,2,40.0,13945.0,23945.0
2026-02-12,5,10.0,13955.0,23955.0
2026-02-13,4,-10.0,13945.0,23945.0
2026-02-18,2,45.0,13990.0,23990.0
2026-02-19,1,20.0,14010.0,24010.0
2026-02-20,3,50.0,14060.0,24060.0
2026-02-23,2,30.0,14090.0,24090.0
2026-02-24,1,15.0,14105.0,24105.0
2026-02-25,2,-165.0,13940.0,23940.0
2026-02-26,4,75.0,14015.0,24015.0
2026-02-27,2,60.0,14075.0,24075.0
2026-03-02,2,70.0,14145.0,24145.0
2026-03-03,1,55.0,14200.0,24200.0
2026-03-05,3,-340.0,13860.0,23860.0
2026-03-06,3,-45.0,13815.0,23815.0
2026-03-09,2,75.0,13890.0,23890.0
2026-03-10,2,80.0,13970.0,23970.0
2026-03-12,4,145.0,14115.0,24115.0
2026-03-13,4,175.0,14290.0,24290.0
2026-03-16,1,40.0,14330.0,24330.0
2026-03-17,2,50.0,14380.0,24380.0
2026-03-18,1,35.0,14415.0,24415.0
2026-03-19,2,-85.0,14330.0,24330.0
