name,family,config,params,all_start_date,all_end_date,all_trading_days,all_total_trades,all_win_rate,all_net_profit_brl,all_avg_profit_brl,all_avg_win_brl,all_avg_loss_brl,all_profit_factor,all_max_drawdown_pct,all_expected_payoff,all_on_tester_value,train_start_date,train_end_date,train_trading_days,train_total_trades,train_win_rate,train_net_profit_brl,train_avg_profit_brl,train_avg_win_brl,train_avg_loss_brl,train_profit_factor,train_max_drawdown_pct,train_expected_payoff,train_on_tester_value,test_start_date,test_end_date,test_trading_days,test_total_trades,test_win_rate,test_net_profit_brl,test_avg_profit_brl,test_avg_win_brl,test_avg_loss_brl,test_profit_factor,test_max_drawdown_pct,test_expected_payoff,test_on_tester_value,train_net_delta,train_avg_delta,train_pf_delta,train_dd_delta,train_on_tester_delta,test_net_delta,test_avg_delta,test_pf_delta,test_dd_delta,test_on_tester_delta,all_net_delta,all_avg_delta,all_pf_delta,all_dd_delta,all_on_tester_delta
combo__volume__short__w30__ge_30000__relvol__short__lb40__ge_0.85,combo,"{""family"": ""combo"", ""name"": ""combo__volume__short__w30__ge_30000__relvol__short__lb40__ge_0.85"", ""relvol_lookback"": 40, ""relvol_min"": 0.85, ""relvol_mode"": ""short"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 30000.0, ""volume_mode"": ""short"", ""volume_window"": 30}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": true, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.85, ""MinSignalVolumeWindowSum"": 30000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 40, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 30}",2021-03-23,2026-03-20,1247,2398,0.7248,12525.0,5.22,41.05,-89.13,1.2129,10.01,5.22,1251.07265,2021-03-23,2024-09-16,872,1697,0.7219,8820.0,5.2,42.71,-92.17,1.2027,10.01,5.2,880.994872,2024-09-17,2026-03-20,375,701,0.7318,3705.0,5.29,37.09,-81.49,1.2418,7.42,5.29,499.488889,-1530.0,-0.3199999999999994,-0.017099999999999893,1.0600000000000005,-275.0687640000001,-60.0,0.6100000000000003,0.026000000000000023,-0.7100000000000009,36.184721999999965,-1590.0,-0.04999999999999982,-0.005799999999999805,1.0600000000000005,-325.5300769999999
combo__trend__long__w15__ge_0.333333__volume__both__w30__ge_50000__relvol__short__lb40__ge_0.85,combo,"{""family"": ""combo"", ""name"": ""combo__trend__long__w15__ge_0.333333__volume__both__w30__ge_50000__relvol__short__lb40__ge_0.85"", ""relvol_lookback"": 40, ""relvol_min"": 0.85, ""relvol_mode"": ""short"", ""trend_min"": 0.333333, ""trend_mode"": ""long"", ""trend_window"": 15, ""volume_min"": 50000.0, ""volume_mode"": ""both"", ""volume_window"": 30}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": true, ""ApplyTrendEfficiencyFilterToLongs"": true, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.333333, ""MinRelativeVolumeAtTime"": 0.85, ""MinSignalVolumeWindowSum"": 50000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 40, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 30}",2021-03-23,2026-03-20,1247,1812,0.7279,10950.0,6.04,42.99,-92.81,1.2393,7.5,6.04,1460.858824,2021-03-23,2024-09-16,872,1316,0.7234,7675.0,5.83,44.53,-95.37,1.2211,7.5,5.83,1023.935294,2024-09-17,2026-03-20,375,496,0.7399,3275.0,6.6,39.01,-85.58,1.2966,6.77,6.6,484.074438,-2675.0,0.3100000000000005,0.0013000000000000789,-1.4499999999999993,-132.1283420000001,-490.0,1.92,0.08079999999999998,-1.3600000000000012,20.77027099999998,-3165.0,0.7700000000000005,0.020600000000000174,-1.4499999999999993,-115.74390300000005
relvol__short__lb40__ge_0.85,relvol,"{""family"": ""relvol"", ""name"": ""relvol__short__lb40__ge_0.85"", ""relvol_lookback"": 40, ""relvol_min"": 0.85, ""relvol_mode"": ""short"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 0.0, ""volume_mode"": ""off"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": true, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.85, ""MinSignalVolumeWindowSum"": 0.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 40, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,2436,0.7258,13015.0,5.34,40.98,-88.97,1.219,9.59,5.34,1357.387941,2021-03-23,2024-09-16,872,1724,0.7233,9130.0,5.3,42.6,-92.22,1.2075,9.59,5.3,952.205294,2024-09-17,2026-03-20,375,712,0.7317,3885.0,5.46,37.1,-80.86,1.2515,8.05,5.46,482.3875,-1220.0,-0.21999999999999975,-0.012299999999999978,0.6400000000000006,-203.8583420000001,120.0,0.7800000000000002,0.035700000000000065,-0.08000000000000007,19.083332999999982,-1100.0,0.07000000000000028,0.000300000000000189,0.6400000000000006,-219.214786
combo__trend__long__w15__ge_0.333333__volume__both__w30__ge_50000,combo,"{""family"": ""combo"", ""name"": ""combo__trend__long__w15__ge_0.333333__volume__both__w30__ge_50000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.333333, ""trend_mode"": ""long"", ""trend_window"": 15, ""volume_min"": 50000.0, ""volume_mode"": ""both"", ""volume_window"": 30}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": true, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.333333, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 50000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 30}",2021-03-23,2026-03-20,1247,1969,0.7308,12630.0,6.41,42.74,-92.23,1.2584,6.53,6.41,1934.980769,2021-03-23,2024-09-16,872,1428,0.729,9275.0,6.5,44.29,-95.18,1.2518,6.53,6.5,1420.977564,2024-09-17,2026-03-20,375,541,0.7357,3355.0,6.2,38.69,-84.23,1.2785,6.97,6.2,481.551902,-1075.0,0.9800000000000004,0.03200000000000003,-2.419999999999999,264.91392799999994,-410.0,1.5200000000000005,0.06269999999999998,-1.160000000000001,18.247734999999977,-1485.0,1.1400000000000006,0.03970000000000007,-2.419999999999999,358.37804200000005
trend__both__w15__ge_0.250000,trend,"{""family"": ""trend"", ""name"": ""trend__both__w15__ge_0.250000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.25, ""trend_mode"": ""both"", ""trend_window"": 15, ""volume_min"": 0.0, ""volume_mode"": ""off"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": true, ""ApplyTrendEfficiencyFilterToShorts"": true, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.25, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 0.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,2305,0.7249,12510.0,5.43,40.85,-87.94,1.2244,8.2,5.43,1525.070671,2021-03-23,2024-09-16,872,1614,0.7255,9180.0,5.69,42.56,-91.77,1.2258,8.2,5.69,1119.116608,2024-09-17,2026-03-20,375,691,0.7236,3330.0,4.82,36.86,-79.06,1.2205,6.96,4.82,478.27125,-1170.0,0.17000000000000082,0.006000000000000005,-0.75,-36.947028000000046,-435.0,0.14000000000000057,0.0046999999999999265,-1.1700000000000008,14.967083000000002,-1605.0,0.16000000000000014,0.005700000000000038,-0.75,-51.53205600000001
relvol__short__lb60__ge_0.85,relvol,"{""family"": ""relvol"", ""name"": ""relvol__short__lb60__ge_0.85"", ""relvol_lookback"": 60, ""relvol_min"": 0.85, ""relvol_mode"": ""short"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 0.0, ""volume_mode"": ""off"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": true, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.85, ""MinSignalVolumeWindowSum"": 0.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 60, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,2429,0.7258,13245.0,5.45,41.14,-89.02,1.2234,9.76,5.45,1357.706838,2021-03-23,2024-09-16,872,1724,0.7239,9450.0,5.48,42.77,-92.28,1.2151,9.76,5.48,968.692308,2024-09-17,2026-03-20,375,705,0.7305,3795.0,5.38,37.19,-80.84,1.2471,8.03,5.38,472.688333,-900.0,-0.03999999999999915,-0.0046999999999999265,0.8100000000000005,-187.37132800000006,30.0,0.7000000000000002,0.031300000000000106,-0.10000000000000142,9.384165999999993,-870.0,0.1800000000000006,0.0047000000000001485,0.8100000000000005,-218.8958889999999
volume__short__w30__ge_30000,volume,"{""family"": ""volume"", ""name"": ""volume__short__w30__ge_30000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 30000.0, ""volume_mode"": ""short"", ""volume_window"": 30}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 30000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 30}",2021-03-23,2026-03-20,1247,2637,0.7254,14250.0,5.4,40.71,-87.87,1.224,8.95,5.4,1592.113636,2021-03-23,2024-09-16,872,1855,0.7245,10425.0,5.62,42.47,-91.3,1.2234,8.95,5.62,1164.756818,2024-09-17,2026-03-20,375,782,0.7276,3825.0,4.89,36.54,-79.65,1.2255,8.13,4.89,470.6875,75.0,0.10000000000000053,0.0036000000000000476,0.0,8.693181999999979,60.0,0.20999999999999996,0.009700000000000042,0.0,7.383332999999993,135.0,0.13000000000000078,0.005300000000000082,0.0,15.510909000000083
relvol__long__lb60__ge_1.00,relvol,"{""family"": ""relvol"", ""name"": ""relvol__long__lb60__ge_1.00"", ""relvol_lookback"": 60, ""relvol_min"": 1.0, ""relvol_mode"": ""long"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 0.0, ""volume_mode"": ""off"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": true, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 1.0, ""MinSignalVolumeWindowSum"": 0.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 60, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,2231,0.7252,12715.0,5.7,41.53,-88.87,1.2334,6.34,5.7,2005.237156,2021-03-23,2024-09-16,872,1562,0.7254,9450.0,6.05,43.28,-92.28,1.2387,6.34,6.05,1490.325688,2024-09-17,2026-03-20,375,669,0.725,3265.0,4.88,37.42,-80.9,1.2193,6.97,4.88,468.559934,-900.0,0.5300000000000002,0.018899999999999917,-2.6099999999999994,334.2620519999998,-500.0,0.20000000000000018,0.0035000000000000586,-1.160000000000001,5.255766999999992,-1400.0,0.4300000000000006,0.014700000000000157,-2.6099999999999994,428.63442899999995
volume__short__w25__ge_30000,volume,"{""family"": ""volume"", ""name"": ""volume__short__w25__ge_30000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 30000.0, ""volume_mode"": ""short"", ""volume_window"": 25}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 30000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 25}",2021-03-23,2026-03-20,1247,2597,0.7258,14035.0,5.4,40.83,-88.39,1.223,9.02,5.4,1555.758485,2021-03-23,2024-09-16,872,1835,0.7248,10275.0,5.6,42.55,-91.72,1.2218,9.02,5.6,1138.968182,2024-09-17,2026-03-20,375,762,0.7283,3760.0,4.93,36.71,-80.27,1.2263,8.07,4.93,465.822222,-75.0,0.08000000000000007,0.0020000000000000018,0.07000000000000028,-17.095454000000018,-5.0,0.25,0.010499999999999954,-0.0600000000000005,2.518055000000004,-80.0,0.13000000000000078,0.0043000000000001926,0.07000000000000028,-20.844241999999895
baseline,baseline,"{""family"": ""baseline"", ""name"": ""baseline"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 0.0, ""volume_mode"": ""off"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 0.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,2679,0.7238,14115.0,5.27,40.56,-87.2,1.2187,8.95,5.27,1576.602727,2021-03-23,2024-09-16,872,1875,0.7237,10350.0,5.52,42.32,-90.9,1.2198,8.95,5.52,1156.063636,2024-09-17,2026-03-20,375,804,0.7239,3765.0,4.68,36.44,-78.58,1.2158,8.13,4.68,463.304167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relvol__short__lb20__ge_0.85,relvol,"{""family"": ""relvol"", ""name"": ""relvol__short__lb20__ge_0.85"", ""relvol_lookback"": 20, ""relvol_min"": 0.85, ""relvol_mode"": ""short"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 0.0, ""volume_mode"": ""off"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": true, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.85, ""MinSignalVolumeWindowSum"": 0.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,2446,0.7277,13840.0,5.66,40.93,-88.6,1.2345,8.52,5.66,1624.498361,2021-03-23,2024-09-16,872,1731,0.7262,10000.0,5.78,42.57,-91.78,1.2299,8.52,5.78,1173.770492,2024-09-17,2026-03-20,375,715,0.7315,3840.0,5.37,36.99,-80.76,1.2477,8.4,5.37,456.939683,-350.0,0.2600000000000007,0.010099999999999998,-0.4299999999999997,17.706856000000016,75.0,0.6900000000000004,0.03190000000000004,0.2699999999999996,-6.3644840000000045,-275.0,0.39000000000000057,0.015800000000000036,-0.4299999999999997,47.89563399999997
volume__both__w30__ge_30000,volume,"{""family"": ""volume"", ""name"": ""volume__both__w30__ge_30000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 30000.0, ""volume_mode"": ""both"", ""volume_window"": 30}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 30000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 30}",2021-03-23,2026-03-20,1247,2587,0.7259,14130.0,5.46,40.92,-88.46,1.2253,8.93,5.46,1582.56,2021-03-23,2024-09-16,872,1831,0.7253,10490.0,5.73,42.65,-91.75,1.2273,8.93,5.73,1174.88,2024-09-17,2026-03-20,375,756,0.7275,3640.0,4.81,36.74,-80.41,1.2197,8.08,4.81,450.348889,140.0,0.21000000000000085,0.007500000000000062,-0.019999999999999574,18.81636400000002,-125.0,0.1299999999999999,0.0039000000000000146,-0.05000000000000071,-12.955278000000021,15.0,0.1900000000000004,0.006600000000000161,-0.019999999999999574,5.9572729999999865
