name,family,config,params,all_start_date,all_end_date,all_trading_days,all_total_trades,all_win_rate,all_net_profit_brl,all_avg_profit_brl,all_avg_win_brl,all_avg_loss_brl,all_profit_factor,all_max_drawdown_pct,all_expected_payoff,all_on_tester_value,train_start_date,train_end_date,train_trading_days,train_total_trades,train_win_rate,train_net_profit_brl,train_avg_profit_brl,train_avg_win_brl,train_avg_loss_brl,train_profit_factor,train_max_drawdown_pct,train_expected_payoff,train_on_tester_value,test_start_date,test_end_date,test_trading_days,test_total_trades,test_win_rate,test_net_profit_brl,test_avg_profit_brl,test_avg_win_brl,test_avg_loss_brl,test_profit_factor,test_max_drawdown_pct,test_expected_payoff,test_on_tester_value,train_net_delta,train_avg_delta,train_pf_delta,train_dd_delta,train_on_tester_delta,test_net_delta,test_avg_delta,test_pf_delta,test_dd_delta,test_on_tester_delta,all_net_delta,all_avg_delta,all_pf_delta,all_dd_delta,all_on_tester_delta
relvol__long__lb60__ge_1.30,relvol,"{""family"": ""relvol"", ""name"": ""relvol__long__lb60__ge_1.30"", ""relvol_lookback"": 60, ""relvol_min"": 1.3, ""relvol_mode"": ""long"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 0.0, ""volume_mode"": ""off"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": true, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 1.3, ""MinSignalVolumeWindowSum"": 0.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 60, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,1789,0.7244,10045.0,5.61,41.92,-89.83,1.2268,6.34,5.61,1584.877778,2021-03-23,2024-09-16,872,1237,0.7268,7580.0,6.13,43.78,-94.01,1.2386,6.34,6.13,1195.955556,2024-09-17,2026-03-20,375,552,0.7192,2465.0,4.47,37.72,-80.71,1.197,6.48,4.47,380.567626,-2770.0,0.6100000000000003,0.018799999999999928,-2.6099999999999994,39.8919199999998,-1300.0,-0.20999999999999996,-0.018799999999999928,-1.6500000000000004,-82.73654099999999,-4070.0,0.34000000000000075,0.008099999999999996,-2.6099999999999994,8.275051000000076
combo__trend__long__w15__ge_0.400000__volume__short__w30__ge_30000,combo,"{""family"": ""combo"", ""name"": ""combo__trend__long__w15__ge_0.400000__volume__short__w30__ge_30000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.4, ""trend_mode"": ""long"", ""trend_window"": 15, ""volume_min"": 30000.0, ""volume_mode"": ""short"", ""volume_window"": 30}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": true, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.4, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 30000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 30}",2021-03-23,2026-03-20,1247,2185,0.7268,12990.0,5.95,41.43,-88.44,1.246,6.16,5.95,2110.212245,2021-03-23,2024-09-16,872,1533,0.7299,10080.0,6.58,43.14,-92.25,1.2639,6.16,6.58,1637.485714,2024-09-17,2026-03-20,375,652,0.7193,2910.0,4.46,37.36,-79.84,1.1992,7.66,4.46,380.037313,-270.0,1.0600000000000005,0.04410000000000003,-2.789999999999999,481.42207799999983,-855.0,-0.21999999999999975,-0.016599999999999948,-0.47000000000000064,-83.26685400000002,-1125.0,0.6800000000000006,0.027300000000000102,-2.789999999999999,533.6095180000002
volume__long__w25__ge_40000,volume,"{""family"": ""volume"", ""name"": ""volume__long__w25__ge_40000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 40000.0, ""volume_mode"": ""long"", ""volume_window"": 25}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 40000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 25}",2021-03-23,2026-03-20,1247,2468,0.7241,13020.0,5.28,41.36,-89.41,1.2138,8.9,5.28,1463.369091,2021-03-23,2024-09-16,872,1759,0.7243,9875.0,5.61,43.07,-92.77,1.2195,8.9,5.61,1109.890152,2024-09-17,2026-03-20,375,709,0.7236,3145.0,4.44,37.11,-81.07,1.1979,8.31,4.44,378.436813,-475.0,0.09000000000000075,-0.00029999999999996696,-0.049999999999998934,-46.173484000000144,-620.0,-0.23999999999999932,-0.017900000000000027,0.17999999999999972,-84.86735400000003,-1095.0,0.010000000000000675,-0.004899999999999904,-0.049999999999998934,-113.23363599999993
combo__trend__long__w15__ge_0.400000__relvol__short__lb40__ge_0.85,combo,"{""family"": ""combo"", ""name"": ""combo__trend__long__w15__ge_0.400000__relvol__short__lb40__ge_0.85"", ""relvol_lookback"": 40, ""relvol_min"": 0.85, ""relvol_mode"": ""short"", ""trend_min"": 0.4, ""trend_mode"": ""long"", ""trend_window"": 15, ""volume_min"": 0.0, ""volume_mode"": ""off"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": true, ""ApplyTrendEfficiencyFilterToLongs"": true, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.4, ""MinRelativeVolumeAtTime"": 0.85, ""MinSignalVolumeWindowSum"": 0.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 40, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,1984,0.7273,11755.0,5.92,41.84,-89.86,1.2418,5.91,5.92,1988.655155,2021-03-23,2024-09-16,872,1402,0.729,8785.0,6.27,43.36,-93.49,1.2473,5.91,6.27,1486.204639,2024-09-17,2026-03-20,375,582,0.7234,2970.0,5.1,38.15,-81.3,1.2269,7.86,5.1,377.795261,-1565.0,0.75,0.02750000000000008,-3.039999999999999,330.14100299999996,-795.0,0.41999999999999993,0.01110000000000011,-0.27000000000000046,-85.50890600000002,-2360.0,0.6500000000000004,0.02310000000000012,-3.039999999999999,412.05242799999996
volume__short__w30__ge_50000,volume,"{""family"": ""volume"", ""name"": ""volume__short__w30__ge_50000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 50000.0, ""volume_mode"": ""short"", ""volume_window"": 30}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 50000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 30}",2021-03-23,2026-03-20,1247,2446,0.7257,13435.0,5.49,41.28,-89.17,1.2246,7.96,5.49,1686.889492,2021-03-23,2024-09-16,872,1745,0.7255,10070.0,5.77,42.88,-92.3,1.2278,7.96,5.77,1264.382373,2024-09-17,2026-03-20,375,701,0.7261,3365.0,4.8,37.3,-81.35,1.2154,8.92,4.8,377.38475,-280.0,0.25,0.008000000000000007,-0.9899999999999993,108.31873699999983,-400.0,0.1200000000000001,-0.00039999999999995595,0.7899999999999991,-85.91941700000001,-680.0,0.22000000000000064,0.005900000000000016,-0.9899999999999993,110.28676500000006
relvol__short__lb60__ge_1.15,relvol,"{""family"": ""relvol"", ""name"": ""relvol__short__lb60__ge_1.15"", ""relvol_lookback"": 60, ""relvol_min"": 1.15, ""relvol_mode"": ""short"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 0.0, ""volume_mode"": ""off"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": true, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 1.15, ""MinSignalVolumeWindowSum"": 0.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 60, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,1981,0.7259,11055.0,5.58,41.35,-89.14,1.2284,6.33,5.58,1745.893243,2021-03-23,2024-09-16,872,1414,0.7277,8540.0,6.04,42.71,-91.97,1.2412,6.33,6.04,1348.704505,2024-09-17,2026-03-20,375,567,0.7213,2515.0,4.44,37.92,-82.25,1.1935,6.74,4.44,373.198993,-1810.0,0.5200000000000005,0.021400000000000086,-2.619999999999999,192.64086899999984,-1250.0,-0.23999999999999932,-0.022299999999999986,-1.3900000000000006,-90.10517400000003,-3060.0,0.3100000000000005,0.009700000000000042,-2.619999999999999,169.29051600000003
relvol__long__lb40__ge_0.85,relvol,"{""family"": ""relvol"", ""name"": ""relvol__long__lb40__ge_0.85"", ""relvol_lookback"": 40, ""relvol_min"": 0.85, ""relvol_mode"": ""long"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 0.0, ""volume_mode"": ""off"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": true, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.85, ""MinSignalVolumeWindowSum"": 0.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 40, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,2456,0.7211,12390.0,5.04,41.06,-88.07,1.2054,8.46,5.04,1463.720588,2021-03-23,2024-09-16,872,1724,0.7204,9105.0,5.28,42.82,-91.45,1.2066,8.46,5.28,1075.639706,2024-09-17,2026-03-20,375,732,0.7227,3285.0,4.49,36.92,-80.02,1.2022,8.8,4.49,373.094301,-1245.0,-0.23999999999999932,-0.0132000000000001,-0.48999999999999844,-80.42393000000015,-480.0,-0.1899999999999995,-0.013600000000000056,0.6699999999999999,-90.20986600000003,-1725.0,-0.22999999999999954,-0.013299999999999867,-0.48999999999999844,-112.88213900000005
combo__volume__both__w30__ge_50000__relvol__short__lb60__ge_0.85,combo,"{""family"": ""combo"", ""name"": ""combo__volume__both__w30__ge_50000__relvol__short__lb60__ge_0.85"", ""relvol_lookback"": 60, ""relvol_min"": 0.85, ""relvol_mode"": ""short"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 50000.0, ""volume_mode"": ""both"", ""volume_window"": 30}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": true, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.85, ""MinSignalVolumeWindowSum"": 50000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 60, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 30}",2021-03-23,2026-03-20,1247,2043,0.7269,11460.0,5.61,42.65,-92.97,1.2209,7.95,5.61,1441.588966,2021-03-23,2024-09-16,872,1492,0.7239,8395.0,5.63,44.1,-95.22,1.214,7.95,5.63,1056.033103,2024-09-17,2026-03-20,375,551,0.735,3065.0,5.56,38.8,-86.64,1.2423,8.24,5.56,371.797826,-1955.0,0.11000000000000032,-0.005800000000000027,-0.9999999999999991,-100.0305330000001,-700.0,0.8799999999999999,0.026499999999999968,0.10999999999999943,-91.50634100000002,-2655.0,0.34000000000000075,0.002200000000000202,-0.9999999999999991,-135.01376099999993
volume__long__w25__ge_50000,volume,"{""family"": ""volume"", ""name"": ""volume__long__w25__ge_50000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 50000.0, ""volume_mode"": ""long"", ""volume_window"": 25}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 50000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 25}",2021-03-23,2026-03-20,1247,2319,0.7249,12885.0,5.56,42.02,-90.51,1.2231,8.21,5.56,1568.66398,2021-03-23,2024-09-16,872,1661,0.7249,9790.0,5.89,43.77,-93.89,1.2282,8.21,5.89,1191.868092,2024-09-17,2026-03-20,375,658,0.7249,3095.0,4.7,37.59,-81.96,1.2086,8.4,4.7,368.355738,-560.0,0.3700000000000001,0.008399999999999963,-0.7399999999999984,35.804455999999846,-670.0,0.020000000000000462,-0.007200000000000095,0.2699999999999996,-94.94842900000003,-1230.0,0.29000000000000004,0.0044000000000001815,-0.7399999999999984,-7.938746999999921
volume__short__w25__ge_50000,volume,"{""family"": ""volume"", ""name"": ""volume__short__w25__ge_50000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 50000.0, ""volume_mode"": ""short"", ""volume_window"": 25}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 50000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 25}",2021-03-23,2026-03-20,1247,2300,0.7283,13540.0,5.89,41.67,-90.0,1.2407,7.99,5.89,1695.024407,2021-03-23,2024-09-16,872,1666,0.7275,10100.0,6.06,43.09,-92.78,1.2398,7.99,6.06,1264.383051,2024-09-17,2026-03-20,375,634,0.7303,3440.0,5.43,37.95,-82.63,1.2435,9.36,5.43,367.65,-250.0,0.54,0.020000000000000018,-0.9599999999999991,108.31941499999994,-325.0,0.75,0.027700000000000058,1.2299999999999986,-95.65416700000003,-575.0,0.6200000000000001,0.02200000000000002,-0.9599999999999991,118.42168000000015
trend__long__w15__ge_0.400000,trend,"{""family"": ""trend"", ""name"": ""trend__long__w15__ge_0.400000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.4, ""trend_mode"": ""long"", ""trend_window"": 15, ""volume_min"": 0.0, ""volume_mode"": ""off"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": true, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.4, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 0.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,2227,0.7247,12855.0,5.77,41.24,-87.62,1.2393,5.5,5.77,2336.923881,2021-03-23,2024-09-16,872,1553,0.7289,10005.0,6.44,42.95,-91.73,1.2591,5.5,6.44,1818.819403,2024-09-17,2026-03-20,375,674,0.7151,2850.0,4.23,37.22,-78.59,1.1889,7.78,4.23,366.507246,-345.0,0.9200000000000008,0.03930000000000011,-3.4499999999999993,662.7557669999999,-915.0,-0.4499999999999993,-0.026899999999999924,-0.35000000000000053,-96.796921,-1260.0,0.5,0.020600000000000174,-3.4499999999999993,760.3211540000002
relvol__long__lb40__ge_1.30,relvol,"{""family"": ""relvol"", ""name"": ""relvol__long__lb40__ge_1.30"", ""relvol_lookback"": 40, ""relvol_min"": 1.3, ""relvol_mode"": ""long"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 0.0, ""volume_mode"": ""off"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": true, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 1.3, ""MinSignalVolumeWindowSum"": 0.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 40, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,1791,0.7236,9770.0,5.46,41.82,-89.76,1.2199,6.34,5.46,1541.488889,2021-03-23,2024-09-16,872,1238,0.7262,7410.0,5.99,43.68,-93.98,1.2326,6.34,5.99,1169.133333,2024-09-17,2026-03-20,375,553,0.7179,2360.0,4.27,37.61,-80.58,1.1877,6.48,4.27,364.356835,-2940.0,0.47000000000000064,0.012799999999999923,-2.6099999999999994,13.069696999999906,-1405.0,-0.41000000000000014,-0.028100000000000014,-1.6500000000000004,-98.94733200000002,-4345.0,0.1900000000000004,0.0012000000000000899,-2.6099999999999994,-35.11383799999999
